                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2379286 |  170883376 |  170872871 |  205041572 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  140191800 |  140191800 |  140191800 |  140191800 |  140191800 |  140191800 |  140191800 |  140191800 |  140191800 |  140191800 |  140191800 |  140191800 |  140191800 |  140191800 |  140191800 |  140191800
  IPC                                |       0.02 |       1.22 |       1.22 |       1.46 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900
  Idle time (ns)                     |   68864542 |   12698847 |   12665866 |    1231478 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900 |   70095900
  Idle time (%)                      |      98.2% |      18.1% |      18.1% |       1.8% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     329141 |   16821807 |   16818778 |   20183444 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      15843 |     905682 |     907268 |    1086516 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.59% |      5.11% |      5.12% |      5.11% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.66 |       5.30 |       5.31 |       5.30 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     202866 |   24064154 |   24062796 |   28874566 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        184 |         45 |         45 |         45 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
