Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	354700	0.000000	0.000000	0.000000	30.000000	100.000000
1	1	538500	10881.392818	5440.696289	5440.696409	30.000000	100.000000
2	2	1177200	3647.416413	2431.610840	1565.680288	30.000000	100.000000
3	3	16443000	248.627885	186.470917	65.505902	30.000000	100.000000
4	4	17418700	293.014534	234.411621	1024.905196	30.000000	100.000000
5	5	18829800	324.761436	270.634521	708.666997	30.000000	100.000000
6	6	24776300	286.631507	245.684143	168.166148	30.000000	100.000000
7	7	27432800	295.441704	258.511505	376.435159	30.000000	100.000000
8	8	30428000	299.268787	266.016693	333.867521	30.000000	100.000000
9	9	54923400	183.255236	164.929703	40.823991	30.000000	100.000000
10	10	60457300	183.020369	166.382156	180.704386	30.000000	100.000000
11	11	65910900	183.049048	167.794968	183.365117	30.000000	100.000000
12	12	79771700	163.692912	151.101151	72.145908	30.000000	100.000000
13	13	85061900	165.275207	153.469833	189.028770	30.000000	100.000000
14	14	90153900	167.039350	155.903397	196.386489	30.000000	100.000000
15	15	104035800	154.319350	144.674393	72.036249	30.000000	100.000000
16	16	109309900	156.027431	146.849350	189.605810	30.000000	100.000000
17	17	114652300	157.483622	148.734543	187.181791	30.000000	100.000000
18	18	128661500	148.082565	140.288742	71.381663	30.000000	100.000000
19	19	133925800	149.732989	142.246338	189.958779	30.000000	100.000000
20	20	139167600	151.282770	144.078827	190.774162	30.000000	100.000000
21	21	153040100	144.087123	137.537704	72.085060	30.000000	100.000000
22	22	158238300	145.676942	139.343155	192.374283	30.000000	100.000000
23	23	163448400	147.154672	141.023224	191.934896	30.000000	100.000000
24	24	177656100	141.002835	135.362717	70.384369	30.000000	100.000000
25	25	182823800	142.489879	137.009506	193.509685	30.000000	100.000000
26	26	188077700	143.828939	138.501938	190.334799	30.000000	100.000000
27	27	202753600	138.340673	133.399933	68.138922	30.000000	100.000000
28	28	208160100	139.553640	134.741440	184.962545	30.000000	100.000000
29	29	213423400	140.799658	136.106339	189.994870	30.000000	100.000000
30	30	226974200	136.793171	132.380478	73.796381	30.000000	100.000000
31	31	232112200	138.075359	129.548386	194.628260	30.000000	100.000000
32	32	237259700	139.296342	127.074226	194.269063	30.000000	100.000000
