Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	824100	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	893700	28735.632184	14367.816406	14367.816092	0.000000	100.000000
2	0	2126100	2304.147465	1536.098267	811.424862	0.000000	100.000000
3	0	3316200	1605.072028	1203.804077	840.265524	0.000000	100.000000
4	0	4348000	1418.882488	1135.105957	969.180074	0.000000	100.000000
5	0	5737200	1221.224889	1017.687378	719.838756	0.000000	100.000000
6	0	6777200	1175.857956	1007.878296	961.538462	0.000000	100.000000
7	0	8879000	993.184273	869.036255	475.782662	0.000000	100.000000
8	0	10075800	972.794189	864.705933	835.561497	0.000000	100.000000
9	0	11303500	954.253106	858.827820	814.531237	0.000000	100.000000
10	0	12487000	943.161649	857.419678	844.951415	0.000000	100.000000
11	0	13657900	935.030934	857.111694	854.043898	0.000000	100.000000
12	0	15228300	902.514544	833.090332	636.780438	0.000000	100.000000
13	0	16405900	898.484129	834.306702	849.184783	0.000000	100.000000
14	0	17585000	894.940009	835.277344	848.104486	0.000000	100.000000
15	0	18765900	891.772286	836.036499	846.811754	0.000000	100.000000
16	0	19957800	888.484715	836.220886	838.996560	0.000000	100.000000
