Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	6499700	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	6507700	250000.000000	125000.000000	125000.000000	0.000000	100.000000
2	0	6515000	196078.431373	130718.953125	136986.301370	0.000000	100.000000
3	0	6520500	192307.692308	144230.765625	181818.181818	0.000000	100.000000
4	2	6680100	27716.186253	22172.949219	6265.664160	0.000000	100.000000
5	2	6685800	32240.730790	26867.275391	175438.596491	0.000000	100.000000
6	2	6689500	36880.927292	31612.222656	270270.270270	0.000000	100.000000
7	4	6833600	23959.269242	20964.361328	6939.625260	0.000000	100.000000
8	4	6840400	26416.201937	23481.068359	147058.823529	0.000000	100.000000
9	4	6846100	28868.360277	25981.523438	175438.596491	0.000000	100.000000
10	6	6986400	22601.191699	20546.537109	7127.583749	0.000000	100.000000
11	6	6993800	24286.581664	22262.699219	135135.135135	0.000000	100.000000
12	6	7002600	25850.069596	23861.603516	113636.363636	0.000000	100.000000
13	8	7139000	21898.951979	20334.742188	7331.378299	0.000000	100.000000
14	8	7146400	23194.680687	21648.369141	135135.135135	0.000000	100.000000
15	8	7158800	24275.527234	22758.306641	80645.161290	0.000000	100.000000
16	10	7291500	21470.068199	20207.123047	7535.795026	0.000000	100.000000
17	10	7299100	22516.887666	21265.949219	131578.947368	0.000000	100.000000
18	10	7314700	23312.883436	22085.890625	64102.564103	0.000000	100.000000
19	12	7444100	21177.467175	20118.593750	7727.975270	0.000000	100.000000
20	12	7451700	22058.823529	21008.404297	131578.947368	0.000000	100.000000
21	12	7470800	22654.721450	21624.962891	52356.020942	0.000000	100.000000
22	14	7596700	20966.271650	20054.695312	7942.811755	0.000000	100.000000
23	14	7604500	21723.388849	20818.248047	128205.128205	0.000000	100.000000
24	14	7626600	22184.754637	21297.363281	45248.868778	0.000000	100.000000
25	16	7749200	20808.323329	20008.003906	8156.606852	0.000000	100.000000
26	16	7757300	21469.465649	20674.300781	123456.790123	0.000000	100.000000
27	16	7782500	21827.252884	21047.708984	39682.539683	0.000000	100.000000
28	18	7901800	20683.260823	19970.044922	8382.229673	0.000000	100.000000
