Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	823200	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	892800	28735.632184	14367.816406	14367.816092	0.000000	100.000000
2	0	7074200	479.923212	319.948822	161.775650	0.000000	100.000000
3	0	13099700	325.825765	244.369324	165.961331	0.000000	100.000000
4	0	18003600	291.029312	232.823456	203.919330	0.000000	100.000000
5	0	24076800	258.024564	215.020477	164.657841	0.000000	100.000000
6	0	31281500	229.822413	196.990631	138.798284	0.000000	100.000000
7	0	38457100	212.574301	186.002518	139.361168	0.000000	100.000000
8	0	44453100	206.280555	183.360489	166.777852	0.000000	100.000000
9	0	53251100	190.738138	171.664337	113.662196	0.000000	100.000000
10	0	59318200	188.050261	170.954788	164.823392	0.000000	100.000000
11	0	65428200	185.744137	170.265457	163.666121	0.000000	100.000000
12	0	72686800	180.898257	166.983002	137.767614	0.000000	100.000000
13	0	78808300	179.521473	166.698502	163.358654	0.000000	100.000000
14	0	87234000	173.589412	162.016785	118.684501	0.000000	100.000000
15	0	93238600	173.131318	162.310608	166.538987	0.000000	100.000000
16	0	102123100	167.818527	157.946838	112.555574	0.000000	100.000000
