                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   98884888 |  137661655 |  139043636 |  138442074 |  136130844 |  135922724 |  136190726 |  134184114 |  137006209 |   25096056 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  174158700 |  174158700 |  174158700 |  174158700 |  174158700 |  174158700 |  174158700 |  174158700 |  174158700 |  174158700 |  174158700 |  174158700 |  174158700 |  174158700 |  174158700 |  174158700
  IPC                                |       0.57 |       0.79 |       0.80 |       0.79 |       0.78 |       0.78 |       0.78 |       0.77 |       0.79 |       0.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   58052900 |   58052900 |   58052900 |   58052900 |   58052900 |   58052900 |   58052900 |   58052900 |   58052900 |   58052900 |   58052900 |   58052900 |   58052900 |   58052900 |   58052900 |   58052900
  Idle time (ns)                     |   37624616 |   26321687 |   26289306 |   26240071 |   26361945 |   26712912 |   26438954 |   26803706 |   26609826 |   53246142 |   58052900 |   58052900 |   58052900 |   58052900 |   58052900 |   58052900
  Idle time (%)                      |      64.8% |      45.3% |      45.3% |      45.2% |      45.4% |      46.0% |      45.5% |      46.2% |      45.8% |      91.7% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5448294 |   12900613 |   13057284 |   13032731 |   12817757 |   12742810 |   12757879 |   12593685 |   12864999 |    1567210 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     128481 |     320232 |     317840 |     321384 |     310640 |     316908 |     316012 |     314077 |     309515 |       8025 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.30% |      2.42% |      2.38% |      2.41% |      2.37% |      2.43% |      2.42% |      2.43% |      2.35% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.30 |       2.33 |       2.29 |       2.32 |       2.28 |       2.33 |       2.32 |       2.34 |       2.26 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10884174 |   12798588 |   12939017 |   12890047 |   12675519 |   12648741 |   12663940 |   12471415 |   12746928 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        763 |         76 |         76 |         76 |         76 |         76 |         79 |         75 |         73 |         89 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25245729 |   35110373 |   35315065 |   35255733 |   34636105 |   34590173 |   34825658 |   34244612 |   34803713 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      14185 |     138102 |     136406 |     136842 |     135342 |     134291 |     138688 |     135463 |     142622 |       2365 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.06% |      0.39% |      0.39% |      0.39% |      0.39% |      0.39% |      0.40% |      0.40% |      0.41% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.14 |       1.00 |       0.98 |       0.99 |       0.99 |       0.99 |       1.02 |       1.01 |       1.04 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      14948 |     138178 |     136482 |     136918 |     135418 |     134367 |     138767 |     135538 |     142695 |       2454 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3430 |       5910 |       5790 |       4944 |       4946 |       4995 |       6747 |       5956 |       5884 |        951 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     22.95% |      4.28% |      4.24% |      3.61% |      3.65% |      3.72% |      4.86% |      4.39% |      4.12% |     38.75% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   10884174 |   12798588 |   12939017 |   12890047 |   12675519 |   12648741 |   12663940 |   12471415 |   12746928 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      19583 |     324778 |     323058 |     325426 |     317871 |     317667 |     321595 |     318772 |     319112 |       4858 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      2.54% |      2.50% |      2.52% |      2.51% |      2.51% |      2.54% |      2.56% |      2.50% |      0.17% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.20 |       2.36 |       2.32 |       2.35 |       2.34 |       2.34 |       2.36 |       2.38 |       2.33 |       0.19 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   25245729 |   35110373 |   35315065 |   35255733 |   34636105 |   34590173 |   34825658 |   34244612 |   34803713 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     376270 |    1011521 |    1005088 |    1007405 |     990431 |     991901 |    1032740 |     985939 |     997969 |     139859 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.49% |      2.88% |      2.85% |      2.86% |      2.86% |      2.87% |      2.97% |      2.88% |      2.87% |      1.78% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.81 |       7.35 |       7.23 |       7.28 |       7.28 |       7.30 |       7.58 |       7.35 |       7.28 |       5.57 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     450843 |    1340241 |    1332902 |    1336714 |    1312872 |    1314881 |    1359491 |    1308537 |    1321939 |     146199 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     362025 |      94691 |      91839 |      94248 |     105718 |      94387 |     128509 |      98588 |      97742 |     123416 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     80.30% |      7.07% |      6.89% |      7.05% |      8.05% |      7.18% |      9.45% |      7.53% |      7.39% |     84.42% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.66 |       0.69 |       0.66 |       0.68 |       0.78 |       0.69 |       0.94 |       0.73 |       0.71 |       4.92 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     360977 |          0 |          0 |          0 |     379724 |          0 |          0 |          0 |     387672 |          0 |          0 |          0 |     376441 |          0 |          0 |          0
  average dram access latency (ns)   |     166.31 |        inf |        inf |        inf |     163.32 |        inf |        inf |        inf |     159.22 |        inf |        inf |        inf |     161.33 |        inf |        inf |        inf
  average dram queueing delay        |     112.88 |       0.00 |       0.00 |       0.00 |     109.89 |       0.00 |       0.00 |       0.00 |     105.80 |       0.00 |       0.00 |       0.00 |     107.90 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     187035 |      60678 |      59240 |      59559 |      69278 |      61722 |      61616 |      63220 |      64830 |      49247 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2941 |      11035 |      10387 |      11267 |      10767 |       9798 |       9926 |      10378 |       9856 |        207 |          0 |          0 |          0 |          0 |          0 |          0
