                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   97944169 |  133823838 |  131737647 |  130242827 |  131411962 |  132691997 |  132127691 |  129905644 |   25095212 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  184319600 |  184319600 |  184319600 |  184319600 |  184319600 |  184319600 |  184319600 |  184319600 |  184319600 |  184319600 |  184319600 |  184319600 |  184319600 |  184319600 |  184319600 |  184319600
  IPC                                |       0.53 |       0.73 |       0.71 |       0.71 |       0.71 |       0.72 |       0.72 |       0.70 |       0.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   46079900 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900
  Idle time (ns)                     |   29385099 |   21493639 |   21774622 |   21728618 |   21555686 |   21744118 |   21836052 |   21706570 |   42088224 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900 |   46079900
  Idle time (%)                      |      63.8% |      46.6% |      47.3% |      47.2% |      46.8% |      47.2% |      47.4% |      47.1% |      91.3% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5374281 |   12656379 |   12454646 |   12306822 |   12412883 |   12635422 |   12526994 |   12306032 |    1567291 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     122798 |     333572 |     333849 |     324393 |     332863 |     338723 |     334288 |     324213 |       7946 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.23% |      2.57% |      2.61% |      2.57% |      2.61% |      2.61% |      2.60% |      2.57% |      0.50% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
