                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   97388958 |  549029851 |  549020258 |   25096242
  Cycles                             |  409250000 |  409250000 |  409250000 |  409250000
  IPC                                |       0.24 |       1.34 |       1.34 |       0.06
  Time (ns)                          |  102312500 |  102312500 |  102312500 |  102312500
  Idle time (ns)                     |   90289907 |   15296548 |   15284034 |   99401835
  Idle time (%)                      |      88.2% |      15.0% |      14.9% |      97.2%
Branch predictor stats               |            |            |            |           
  num correct                        |    5338667 |   51751253 |   51760213 |    1567167
  num incorrect                      |     130508 |    1254387 |    1262330 |       8083
  misprediction rate                 |      2.39% |      2.37% |      2.38% |      0.51%
  mpki                               |       1.34 |       2.28 |       2.30 |       0.32
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   10148027 |   51485965 |   51505181 |     347185
    num misses                       |        815 |         78 |         76 |         89
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.03%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   24806012 |  139580298 |  139506790 |    7855938
    num misses                       |      11523 |     631752 |     628793 |       2372
    miss rate                        |      0.05% |      0.45% |      0.45% |      0.03%
    mpki                             |       0.12 |       1.15 |       1.15 |       0.09
  L2 TLB                             |            |            |            |           
    num accesses                     |      12338 |     631830 |     628869 |       2461
    num misses                       |       3127 |      24958 |      23051 |        954
    miss rate                        |     25.34% |      3.95% |      3.67% |     38.76%
    mpki                             |       0.03 |       0.05 |       0.04 |       0.04
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   10148027 |   51485965 |   51505181 |     347185
    num cache misses                 |      19904 |    1251192 |    1253409 |       4847
    miss rate                        |      0.20% |      2.43% |      2.43% |      1.40%
    mpki                             |       0.20 |       2.28 |       2.28 |       0.19
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   24806012 |  139580298 |  139506790 |    7855938
    num cache misses                 |     376721 |    4006113 |    3989566 |     140024
    miss rate                        |      1.52% |      2.87% |      2.86% |      1.78%
    mpki                             |       3.87 |       7.30 |       7.27 |       5.58
  Cache L2                           |            |            |            |           
    num cache accesses               |     411069 |    5258153 |    5243623 |     144879
    num cache misses                 |     366266 |     373493 |     318180 |     124182
    miss rate                        |     89.10% |      7.10% |      6.07% |     85.71%
    mpki                             |       3.76 |       0.68 |       0.58 |       4.95
  Cache L3                           |            |            |            |           
    num cache accesses               |     381487 |     374811 |     319803 |     124190
    num cache misses                 |      58721 |      28216 |       2935 |      44446
    miss rate                        |     15.39% |      7.53% |      0.92% |     35.79%
    mpki                             |       0.60 |       0.05 |       0.01 |       1.77
DRAM summary                         |            |            |            |           
  num dram accesses                  |     137620 |          0 |          0 |          0
  average dram access latency (ns)   |   14830.95 |        inf |        inf |        inf
  average dram queueing delay        |   14777.52 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      28107 |       3269 |       2404 |       6277
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
