                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    mpki                             |       3.78 |       7.51 |       7.42 |       7.45 |       7.38 |       7.43 |       7.73 |       7.45 |       7.45 |       5.57 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     450936 |    1446995 |    1444007 |    1445810 |    1482479 |    1448573 |    1499280 |    1452850 |    1475237 |     145872 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     360916 |     120646 |     117477 |     124362 |     115988 |     123002 |     146483 |     112532 |     115734 |     123456 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     80.04% |      8.34% |      8.14% |      8.60% |      7.82% |      8.49% |      9.77% |      7.75% |      7.85% |     84.63% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.62 |       0.81 |       0.78 |       0.83 |       0.74 |       0.81 |       0.97 |       0.75 |       0.75 |       4.92 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     416752 |          0 |          0 |          0 |     424392 |          0 |          0 |          0 |     421211 |          0 |          0 |          0 |     416221 |          0 |          0 |          0
  average dram access latency (ns)   |     146.48 |        inf |        inf |        inf |     144.89 |        inf |        inf |        inf |     145.77 |        inf |        inf |        inf |     149.06 |        inf |        inf |        inf
  average dram queueing delay        |      93.05 |       0.00 |       0.00 |       0.00 |      91.46 |       0.00 |       0.00 |       0.00 |      92.34 |       0.00 |       0.00 |       0.00 |      95.63 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     187189 |      83542 |      81012 |      86293 |      78905 |      86083 |      76856 |      77169 |      78832 |      49277 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2376 |      10877 |      10888 |      11278 |      11259 |       9819 |      10482 |      10044 |      10195 |        220 |          0 |          0 |          0 |          0 |          0 |          0
