                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326900811 |    83217150 |    81564235 |    83846048
  Cycles                             |  2264857200 |  2264857200 |  2264857200 |  2264857200
  IPC                                |        0.59 |        0.04 |        0.04 |        0.04
  Time (ns)                          |   566214300 |   566214300 |   566214300 |   566214300
  Idle time (ns)                     |    23950451 |   542702049 |   543521260 |   542398528
  Idle time (%)                      |        4.2% |       95.8% |       96.0% |       95.8%
Branch predictor stats               |             |             |             |            
  num correct                        |   205941634 |     5160485 |     5055981 |     5200320
  num incorrect                      |    19538774 |      360922 |      364527 |      326065
  misprediction rate                 |       8.67% |       6.54% |       6.72% |       5.90%
  mpki                               |       14.73 |        4.34 |        4.47 |        3.89
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   225642391 |     9335202 |     9216209 |     9416077
    num misses                       |         293 |          80 |          69 |          69
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489826338 |    26872412 |    26400560 |    27120821
    num misses                       |    12328741 |     1935325 |     1794008 |     1955324
    miss rate                        |       2.52% |       7.20% |       6.80% |       7.21%
    mpki                             |        9.29 |       23.26 |       22.00 |       23.32
  L2 TLB                             |             |             |             |            
    num accesses                     |    12329034 |     1935405 |     1794077 |     1955393
    num misses                       |     5813942 |      950190 |      932445 |      995697
    miss rate                        |      47.16% |      49.10% |      51.97% |      50.92%
    mpki                             |        4.38 |       11.42 |       11.43 |       11.88
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   225642391 |     9335202 |     9216209 |     9416077
    num cache misses                 |      840334 |       16996 |       18173 |       16950
    miss rate                        |       0.37% |       0.18% |       0.20% |       0.18%
    mpki                             |        0.63 |        0.20 |        0.22 |        0.20
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489826338 |    26872412 |    26400560 |    27120821
    num cache misses                 |    15495939 |     1761005 |     1714843 |     1794945
    miss rate                        |       3.16% |       6.55% |       6.50% |       6.62%
    mpki                             |       11.68 |       21.16 |       21.02 |       21.41
  Cache L2                           |             |             |             |            
    num cache accesses               |    17613493 |     1778203 |     1733164 |     1811984
    num cache misses                 |    12798348 |      831365 |      760231 |      925102
    miss rate                        |      72.66% |      46.75% |      43.86% |      51.05%
    mpki                             |        9.65 |        9.99 |        9.32 |       11.03
  Cache L3                           |             |             |             |            
    num cache accesses               |    14076788 |      831567 |      760379 |      925191
    num cache misses                 |     4478120 |        5292 |        4750 |        5287
    miss rate                        |      31.81% |       0.64% |       0.62% |       0.57%
    mpki                             |        3.37 |        0.06 |        0.06 |        0.06
DRAM summary                         |             |             |             |            
  num dram accesses                  |     7119015 |           0 |           0 |           0
  average dram access latency (ns)   |    21177.85 |         inf |         inf |         inf
  average dram queueing delay        |    21124.42 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      10.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3634452 |        3013 |        2708 |        3138
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
