Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	847700	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	856200	235294.117647	117647.062500	117647.058824	0.000000	100.000000
2	1	9651400	340.765814	227.177216	113.698381	0.000000	100.000000
3	2	18403500	227.844929	170.883698	114.258292	0.000000	100.000000
4	3	27157100	190.046143	152.036911	114.238713	0.000000	100.000000
5	4	35904900	171.148865	142.624054	114.314456	0.000000	100.000000
6	5	44651800	159.802393	136.973480	114.326218	0.000000	100.000000
7	6	53399800	152.229882	133.201141	114.311843	0.000000	100.000000
8	7	62149800	146.813894	130.501236	114.285714	0.000000	100.000000
