                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2485880 |  289066189 |  289055885 |  289064000 |  289055885 |  289055900 |  289055900 |  289055885 |  289055900 |  770675478 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  571475200 |  571475200 |  571475200 |  571475200 |  571475200 |  571475200 |  571475200 |  571475200 |  571475200 |  571475200 |  571475200 |  571475200 |  571475200 |  571475200 |  571475200 |  571475200
  IPC                                |       0.00 |       0.51 |       0.51 |       0.51 |       0.51 |       0.51 |       0.51 |       0.51 |       0.51 |       1.35 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |  142868800 |  142868800 |  142868800 |  142868800 |  142868800 |  142868800 |  142868800 |  142868800 |  142868800 |  142868800 |  142868800 |  142868800 |  142868800 |  142868800 |  142868800 |  142868800
  Idle time (ns)                     |  141983491 |   89550973 |   89539420 |   89551858 |   89542519 |   89542920 |   89539304 |   89538398 |   89533428 |     882362 |  142868800 |  142868800 |  142868800 |  142868800 |  142868800 |  142868800
  Idle time (%)                      |      99.4% |      62.7% |      62.7% |      62.7% |      62.7% |      62.7% |      62.7% |      62.7% |      62.7% |       0.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     345572 |   25988853 |   25990173 |   25988611 |   25990173 |   25990174 |   25990174 |   25990173 |   25990174 |   69276387 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16780 |    2323657 |    2320944 |    2323627 |    2320944 |    2320945 |    2320945 |    2320944 |    2320945 |    6188210 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.63% |      8.21% |      8.20% |      8.21% |      8.20% |      8.20% |      8.20% |      8.20% |      8.20% |      8.20% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.75 |       8.04 |       8.03 |       8.04 |       8.03 |       8.03 |       8.03 |       8.03 |       8.03 |       8.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     219109 |   38541557 |   38540193 |   38541238 |   38540193 |   38540199 |   38540199 |   38540193 |   38540199 |  102754806 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        184 |         45 |         45 |         45 |         45 |         45 |         45 |         45 |         45 |         45 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.08% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.07 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     843501 |   99262036 |   99258205 |   99261234 |   99258205 |   99258209 |   99258208 |   99258207 |   99258207 |  264625203 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       1498 |       1402 |         80 |        132 |         80 |         81 |         82 |         80 |       3847 |        116 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.60 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1682 |       1447 |        125 |        177 |        125 |        126 |        127 |        125 |       3892 |        161 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        495 |        138 |        124 |        136 |        123 |        124 |        123 |        123 |        125 |        150 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     29.43% |      9.54% |     99.20% |     76.84% |     98.40% |     98.41% |     96.85% |     98.40% |      3.21% |     93.17% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     219109 |   38541557 |   38540193 |   38541238 |   38540193 |   38540199 |   38540199 |   38540193 |   38540199 |  102754806 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       2547 |      47624 |      47565 |      47622 |      47565 |      47574 |      47567 |      47565 |      47567 |     116859 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.16% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.11% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
