                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2412370 |  436061587 |  435944193 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  275896000 |  275896000 |  275896000 |  275896000 |  275896000 |  275896000 |  275896000 |  275896000 |  275896000 |  275896000 |  275896000 |  275896000 |  275896000 |  275896000 |  275896000 |  275896000
  IPC                                |       0.01 |       1.58 |       1.58 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000
  Idle time (ns)                     |   68091820 |     898921 |     882816 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000 |   68974000
  Idle time (%)                      |      98.7% |       1.3% |       1.3% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     333230 |   39814958 |   39789167 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16574 |    1309017 |    1317320 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.74% |      3.18% |      3.20% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.87 |       3.00 |       3.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
