                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    mpki                             |       0.94 |       0.02 |       0.05 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2419 |       2075 |       5492 |       2001 |       2017 |       2001 |       2001 |       2001 |       2001 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        491 |        132 |        127 |        116 |        119 |        116 |        116 |        116 |        116 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     20.30% |      6.36% |      2.31% |      5.80% |      5.90% |      5.80% |      5.80% |      5.80% |      5.80% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.21 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     204123 |   15169447 |   15168599 |   15167746 |   15167944 |   15167746 |   15167752 |   15167746 |   15167752 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       2549 |      39883 |      39884 |      39823 |      39842 |      39823 |      39825 |      39823 |      39825 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.25% |      0.26% |      0.26% |      0.26% |      0.26% |      0.26% |      0.26% |      0.26% |      0.26% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       1.07 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     806676 |   40130874 |   40128508 |   40125991 |   40126502 |   40125992 |   40125993 |   40125991 |   40125993 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      17515 |     479845 |     480715 |     481742 |     480084 |     481997 |     479240 |     479969 |     482300 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      2.17% |      1.20% |      1.20% |      1.20% |      1.20% |      1.20% |      1.19% |      1.20% |      1.20% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       7.34 |       4.25 |       4.26 |       4.27 |       4.25 |       4.27 |       4.24 |       4.25 |       4.27 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      20615 |     519879 |     520743 |     521703 |     520065 |     521958 |     519203 |     519930 |     522263 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      13477 |       2123 |       2057 |       1958 |       1991 |       1952 |       1953 |       1950 |       1952 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     65.37% |      0.41% |      0.40% |      0.38% |      0.38% |      0.37% |      0.38% |      0.38% |      0.37% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       5.65 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       7385 |          0 |          0 |          0 |       7259 |          0 |          0 |          0 |       7369 |          0 |          0 |          0 |       7511 |          0 |          0 |          0
  average dram access latency (ns)   |      82.85 |        inf |        inf |        inf |      84.36 |        inf |        inf |        inf |      78.44 |        inf |        inf |        inf |      84.86 |        inf |        inf |        inf
  average dram queueing delay        |      29.42 |       0.00 |       0.00 |       0.00 |      30.93 |       0.00 |       0.00 |       0.00 |      25.01 |       0.00 |       0.00 |       0.00 |      31.43 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       9325 |        458 |        482 |        655 |        637 |        649 |        652 |        651 |        644 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |         46 |        349 |        269 |         28 |         63 |         28 |         25 |         25 |         31 |          0 |          0 |          0 |          0 |          0 |          0 |          0
