Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	354600	0.000000	0.000000	0.000000	30.000000	100.000000
1	1	540000	10787.486516	5393.743164	5393.743258	30.000000	100.000000
2	2	1141300	3813.397737	2542.265137	1663.063363	30.000000	100.000000
3	3	16503200	247.699491	185.774628	65.096114	30.000000	100.000000
4	4	17534800	291.032700	232.826157	969.367972	30.000000	100.000000
5	5	19072100	320.555630	267.129700	650.491121	30.000000	100.000000
6	6	25013700	283.870863	243.317886	168.304834	30.000000	100.000000
7	7	27740400	292.122195	255.606918	366.743683	30.000000	100.000000
8	8	30721700	296.373378	263.442993	335.424144	30.000000	100.000000
9	9	55098000	182.670422	164.403381	41.023453	30.000000	100.000000
10	10	60620300	182.525052	165.931870	181.083969	30.000000	100.000000
11	11	66106100	182.505342	167.296570	182.288818	30.000000	100.000000
12	12	79869700	163.490960	150.914734	72.655410	30.000000	100.000000
13	13	85200100	165.005805	153.219681	187.603182	30.000000	100.000000
14	14	90271700	166.820327	155.698975	197.176433	30.000000	100.000000
15	15	104151500	154.147186	144.512985	72.047148	30.000000	100.000000
16	16	109444800	155.834346	146.667618	188.918066	30.000000	100.000000
17	17	114794500	157.287799	148.549591	186.926370	30.000000	100.000000
18	18	128710600	148.025803	140.234970	71.859213	30.000000	100.000000
19	19	133939700	149.717296	142.231430	191.237498	30.000000	100.000000
20	20	139174400	151.275250	144.071671	191.032915	30.000000	100.000000
21	21	153035700	144.091181	137.541580	72.143305	30.000000	100.000000
22	22	158264600	145.652587	139.319855	191.244812	30.000000	100.000000
23	23	163489300	147.117689	140.987793	191.398549	30.000000	100.000000
24	24	177677200	140.985977	135.346542	70.482594	30.000000	100.000000
25	25	182888500	142.439295	136.960861	191.890699	30.000000	100.000000
26	26	188169400	143.758639	138.434250	189.361662	30.000000	100.000000
27	27	202689900	138.384157	133.441864	68.868152	30.000000	100.000000
28	28	208106300	139.589712	134.776276	184.624474	30.000000	100.000000
29	29	213388300	140.822790	136.128693	189.322226	30.000000	100.000000
30	30	226906600	136.833928	132.419922	73.973798	30.000000	100.000000
31	31	232083200	138.092579	129.565460	193.176989	30.000000	100.000000
32	32	237260300	139.295931	127.054573	193.158332	30.000000	100.000000
