                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326924710 |    82730532 |    84967852 |    83632757
  Cycles                             |  2265712800 |  2265712800 |  2265712800 |  2265712800
  IPC                                |        0.59 |        0.04 |        0.04 |        0.04
  Time (ns)                          |   566428200 |   566428200 |   566428200 |   566428200
  Idle time (ns)                     |    24322842 |   543517017 |   542170619 |   542844082
  Idle time (%)                      |        4.3% |       96.0% |       95.7% |       95.8%
Branch predictor stats               |             |             |             |            
  num correct                        |   206068193 |     5128506 |     5238371 |     5153482
  num incorrect                      |    19416504 |      363320 |      355267 |      377608
  misprediction rate                 |       8.61% |       6.62% |       6.35% |       6.83%
  mpki                               |       14.63 |        4.39 |        4.18 |        4.52
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   225645539 |     9250682 |     9445440 |     9297434
    num misses                       |     2099829 |          67 |          67 |          67
    miss rate                        |       0.93% |       0.00% |       0.00% |       0.00%
    mpki                             |        1.58 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489835811 |    27401451 |    28103014 |    27662794
    num misses                       |    11637804 |     1839362 |     1947296 |     1818950
    miss rate                        |       2.38% |       6.71% |       6.93% |       6.58%
    mpki                             |        8.77 |       22.23 |       22.92 |       21.75
  L2 TLB                             |             |             |             |            
    num accesses                     |    13737633 |     1839429 |     1947363 |     1819017
    num misses                       |     5793303 |      942541 |      992378 |      950431
    miss rate                        |      42.17% |      51.24% |      50.96% |      52.25%
    mpki                             |        4.37 |       11.39 |       11.68 |       11.36
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   225645539 |     9250682 |     9445440 |     9297434
    num cache misses                 |      929150 |       30527 |       35790 |       30463
    miss rate                        |       0.41% |       0.33% |       0.38% |       0.33%
    mpki                             |        0.70 |        0.37 |        0.42 |        0.36
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489835811 |    27401451 |    28103014 |    27662794
    num cache misses                 |    15530781 |     1727378 |     1804244 |     1751543
    miss rate                        |       3.17% |       6.30% |       6.42% |       6.33%
    mpki                             |       11.70 |       20.88 |       21.23 |       20.94
  Cache L2                           |             |             |             |            
    num cache accesses               |    17737018 |     1758063 |     1840121 |     1782122
    num cache misses                 |    12822544 |      813660 |      969076 |      846719
    miss rate                        |      72.29% |      46.28% |      52.66% |      47.51%
    mpki                             |        9.66 |        9.84 |       11.41 |       10.12
  Cache L3                           |             |             |             |            
    num cache accesses               |    14100847 |      813818 |      969163 |      846835
    num cache misses                 |     4478673 |        6193 |        6688 |        6552
    miss rate                        |      31.76% |       0.76% |       0.69% |       0.77%
    mpki                             |        3.38 |        0.07 |        0.08 |        0.08
DRAM summary                         |             |             |             |            
  num dram accesses                  |     7127979 |           0 |           0 |           0
  average dram access latency (ns)   |    21405.72 |         inf |         inf |         inf
  average dram queueing delay        |    21352.29 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      10.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3636502 |        2746 |        3127 |        3000
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
