                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2411557 |  338486953 |  338379019 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  215842800 |  215842800 |  215842800 |  215842800 |  215842800 |  215842800 |  215842800 |  215842800 |  215842800 |  215842800 |  215842800 |  215842800 |  215842800 |  215842800 |  215842800 |  215842800
  IPC                                |       0.01 |       1.57 |       1.57 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700
  Idle time (ns)                     |   53081823 |     879316 |     922718 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700 |   53960700
  Idle time (%)                      |      98.4% |       1.6% |       1.7% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     333206 |   31976619 |   31963106 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16538 |    1039818 |    1037161 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.73% |      3.15% |      3.14% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
