                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     219431 |    9697925 |    9696567 |    9697261 |    9696567 |    9696561 |    9696561 |    9696561 |    9696567 |   25853454 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        183 |         45 |         45 |         45 |         45 |         45 |         45 |         45 |         45 |         45 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.08% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.07 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     845110 |   24653621 |   24649792 |   24651873 |   24649792 |   24649792 |   24649791 |   24649792 |   24649792 |   65719147 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       1616 |        656 |        579 |        628 |        578 |        579 |       1103 |        578 |       3586 |       2235 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.19% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.65 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.05 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1799 |        701 |        624 |        673 |        623 |        624 |       1148 |        623 |       3631 |       2280 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        493 |        136 |        122 |        129 |        121 |        122 |        122 |        121 |        122 |        148 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     27.40% |     19.40% |     19.55% |     19.17% |     19.42% |     19.55% |     10.63% |     19.42% |      3.36% |      6.49% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     219431 |    9697925 |    9696567 |    9697261 |    9696567 |    9696561 |    9696561 |    9696561 |    9696567 |   25853454 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       2553 |      11413 |      11365 |      11402 |      11365 |      11363 |      11363 |      11363 |      11365 |      27868 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.16% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.11% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       1.03 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.15 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     845110 |   24653621 |   24649792 |   24651873 |   24649792 |   24649792 |   24649791 |   24649792 |   24649792 |   65719147 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      17746 |     279994 |     279330 |     279616 |     279622 |     280370 |     279393 |     279319 |     279675 |     740237 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      2.10% |      1.14% |      1.13% |      1.13% |      1.13% |      1.14% |      1.13% |      1.13% |      1.13% |      1.13% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       7.13 |       3.91 |       3.90 |       3.90 |       3.91 |       3.92 |       3.90 |       3.90 |       3.91 |       3.88 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      20962 |     291602 |     290880 |     291208 |     291172 |     291918 |     290941 |     290867 |     291224 |     768577 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      13679 |       2367 |       2236 |       2312 |       2237 |       2231 |       2229 |       2229 |       2231 |       4070 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     65.26% |      0.81% |      0.77% |      0.79% |      0.77% |      0.76% |      0.77% |      0.77% |      0.77% |      0.53% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       5.49 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.02 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       8986 |          0 |          0 |          0 |       8924 |          0 |          0 |          0 |       8989 |          0 |          0 |          0 |       9026 |          0 |          0 |          0
  average dram access latency (ns)   |      93.77 |        inf |        inf |        inf |      99.76 |        inf |        inf |        inf |      90.17 |        inf |        inf |        inf |      95.77 |        inf |        inf |        inf
  average dram queueing delay        |      40.34 |       0.00 |       0.00 |       0.00 |      46.33 |       0.00 |       0.00 |       0.00 |      36.74 |       0.00 |       0.00 |       0.00 |      42.34 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       9431 |        487 |        710 |        527 |        712 |        710 |        707 |        710 |        709 |       1092 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |         67 |        357 |         39 |        276 |         39 |         36 |         38 |         34 |         34 |         81 |          0 |          0 |          0 |          0 |          0 |          0
