                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2489803 |   71613106 |   71602820 |   71608303 |   71602820 |   71602805 |   71602805 |   71602805 |   71602820 |  190910598 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  116154800 |  116154800 |  116154800 |  116154800 |  116154800 |  116154800 |  116154800 |  116154800 |  116154800 |  116154800 |  116154800 |  116154800 |  116154800 |  116154800 |  116154800 |  116154800
  IPC                                |       0.02 |       0.62 |       0.62 |       0.62 |       0.62 |       0.62 |       0.62 |       0.62 |       0.62 |       1.64 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   29038700 |   29038700 |   29038700 |   29038700 |   29038700 |   29038700 |   29038700 |   29038700 |   29038700 |   29038700 |   29038700 |   29038700 |   29038700 |   29038700 |   29038700 |   29038700
  Idle time (ns)                     |   28149803 |   18456400 |   18441207 |   18457070 |   18447827 |   18443528 |   18448635 |   18442345 |   18444948 |     884618 |   29038700 |   29038700 |   29038700 |   29038700 |   29038700 |   29038700
  Idle time (%)                      |      96.9% |      63.6% |      63.5% |      63.6% |      63.5% |      63.5% |      63.5% |      63.5% |      63.5% |       3.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     345742 |    6891500 |    6890641 |    6891336 |    6890641 |    6890642 |    6890642 |    6890642 |    6890641 |   18368764 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16736 |     205361 |     204829 |     204901 |     204829 |     204826 |     204826 |     204826 |     204829 |     545769 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.62% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      2.89% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.72 |       2.87 |       2.86 |       2.86 |       2.86 |       2.86 |       2.86 |       2.86 |       2.86 |       2.86 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
