                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2410519 |   47517311 |   47448258 |   56925189
  Cycles                             |   38621600 |   38621600 |   38621600 |   38621600
  IPC                                |       0.06 |       1.23 |       1.23 |       1.47
  Time (ns)                          |    9655400 |    9655400 |    9655400 |    9655400
  Idle time (ns)                     |    8807205 |    2299338 |    2307642 |     847821
  Idle time (%)                      |      91.2% |      23.8% |      23.9% |       8.8%
Branch predictor stats               |            |            |            |           
  num correct                        |     333171 |    4536875 |    4527826 |    5431494
  num incorrect                      |      16468 |     140763 |     139264 |     166910
  misprediction rate                 |      4.71% |      3.01% |      2.98% |      2.98%
  mpki                               |       6.83 |       2.96 |       2.94 |       2.93
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     206684 |    6296117 |    6285745 |    7541090
    num misses                       |        199 |         70 |         46 |         46
    miss rate                        |      0.10% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     817128 |   16776677 |   16749977 |   20094421
    num misses                       |       1537 |        271 |        157 |        142
    miss rate                        |      0.19% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.64 |       0.01 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       1736 |        341 |        203 |        188
    num misses                       |        488 |        183 |        149 |        152
    miss rate                        |     28.11% |     53.67% |     73.40% |     80.85%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     206684 |    6296117 |    6285745 |    7541090
    num cache misses                 |       2891 |       2088 |        633 |        674
    miss rate                        |      1.40% |      0.03% |      0.01% |      0.01%
    mpki                             |       1.20 |       0.04 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     817128 |   16776677 |   16749977 |   20094421
    num cache misses                 |      17500 |     188503 |     188689 |     225684
    miss rate                        |      2.14% |      1.12% |      1.13% |      1.12%
    mpki                             |       7.26 |       3.97 |       3.98 |       3.96
  Cache L2                           |            |            |            |           
    num cache accesses               |      20839 |     190891 |     189630 |     226714
    num cache misses                 |      13588 |       3290 |       3062 |       3392
    miss rate                        |     65.20% |      1.72% |      1.61% |      1.50%
    mpki                             |       5.64 |       0.07 |       0.06 |       0.06
  Cache L3                           |            |            |            |           
    num cache accesses               |      14041 |       3598 |       3377 |       3757
    num cache misses                 |      11956 |       2272 |       2314 |       2530
    miss rate                        |     85.15% |     63.15% |     68.52% |     67.34%
    mpki                             |       4.96 |       0.05 |       0.05 |       0.04
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18735 |          0 |          0 |          0
  average dram access latency (ns)   |     188.60 |        inf |        inf |        inf
  average dram queueing delay        |     135.17 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8160 |        591 |        610 |        569
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
