                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2416903 |  350622202 |  350514021 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  222516800 |  222516800 |  222516800 |  222516800 |  222516800 |  222516800 |  222516800 |  222516800 |  222516800 |  222516800 |  222516800 |  222516800 |  222516800 |  222516800 |  222516800 |  222516800
  IPC                                |       0.01 |       1.58 |       1.58 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200
  Idle time (ns)                     |   54745922 |     883817 |     913165 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200 |   55629200
  Idle time (%)                      |      98.4% |       1.6% |       1.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     334982 |   32163219 |   32149208 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16532 |    1064274 |    1062089 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.70% |      3.20% |      3.20% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
