Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	1051311200	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	1052952400	1218.620522	609.310242	609.310261	0.000000	100.000000
2	0	1052970700	1807.773426	1205.182251	54644.808743	0.000000	100.000000
3	0	1052975800	2402.979695	1802.234741	196078.431373	0.000000	100.000000
4	1	1054294500	1675.996380	1340.797119	758.322590	0.000000	100.000000
5	1	1054309900	2000.867042	1667.389160	64935.064935	0.000000	100.000000
6	1	1054314600	2330.691883	1997.735962	212765.957447	0.000000	100.000000
7	2	1055628400	1853.052905	1621.421265	761.150860	0.000000	100.000000
8	2	1055632800	2082.562014	1851.166260	227272.727273	0.000000	100.000000
9	2	1055646700	2306.539038	2075.885254	71942.446043	0.000000	100.000000
10	3	1056944900	1952.535634	1775.032349	770.297335	0.000000	100.000000
11	3	1056949200	2128.414331	1951.046387	232558.139535	0.000000	100.000000
12	3	1056962400	2300.396376	2123.442871	75757.575758	0.000000	100.000000
13	4	1058248800	2017.988930	1873.846802	777.363184	0.000000	100.000000
14	4	1058254900	2160.231577	2016.216187	163934.426230	0.000000	100.000000
15	4	1058274700	2297.695125	2154.089111	50505.050505	0.000000	100.000000
16	5	1059553400	2062.556114	1941.229248	782.044264	0.000000	100.000000
17	5	1059557700	2182.744195	2061.480469	232558.139535	0.000000	100.000000
18	5	1059576600	2298.739323	2177.753174	52910.052910	0.000000	100.000000
19	6	1060854800	2095.645249	1990.862915	782.350180	0.000000	100.000000
20	6	1060859200	2199.413490	2094.679443	227272.727273	0.000000	100.000000
21	6	1060865900	2302.531738	2197.871094	149253.731343	0.000000	100.000000
22	7	1062136500	2124.652435	2032.276245	787.029750	0.000000	100.000000
23	7	1062144200	2215.452783	2123.142334	129870.129870	0.000000	100.000000
24	7	1062148000	2306.954082	2214.675781	263157.894737	0.000000	100.000000
25	8	1063424500	2146.401063	2063.847168	783.392088	0.000000	100.000000
