                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326921939 |    88630162 |    88257373 |    88371313
  Cycles                             |  2333674400 |  2333674400 |  2333674400 |  2333674400
  IPC                                |        0.57 |        0.04 |        0.04 |        0.04
  Time (ns)                          |   583418600 |   583418600 |   583418600 |   583418600
  Idle time (ns)                     |    39376514 |   544392429 |   544574465 |   544473439
  Idle time (%)                      |        6.7% |       93.3% |       93.3% |       93.3%
Branch predictor stats               |             |             |             |            
  num correct                        |   205141894 |     4585041 |     4562138 |     4569734
  num incorrect                      |    20342340 |      431414 |      427709 |      432307
  misprediction rate                 |       9.02% |       8.60% |       8.57% |       8.64%
  mpki                               |       15.33 |        4.87 |        4.85 |        4.89
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   225645143 |     9335951 |     9297079 |     9309925
    num misses                       |         975 |          78 |          69 |          78
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489834133 |    28903436 |    28786176 |    28817352
    num misses                       |    12941471 |     1816680 |     1816441 |     1826769
    miss rate                        |       2.64% |       6.29% |       6.31% |       6.34%
    mpki                             |        9.75 |       20.50 |       20.58 |       20.67
  L2 TLB                             |             |             |             |            
    num accesses                     |    12942446 |     1816758 |     1816510 |     1826847
    num misses                       |     5861170 |      849934 |      845992 |      846414
    miss rate                        |      45.29% |      46.78% |      46.57% |      46.33%
    mpki                             |        4.42 |        9.59 |        9.59 |        9.58
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   225645143 |     9335951 |     9297079 |     9309925
    num cache misses                 |     1003631 |       34151 |       33771 |       33694
    miss rate                        |       0.44% |       0.37% |       0.36% |       0.36%
    mpki                             |        0.76 |        0.39 |        0.38 |        0.38
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489834133 |    28903436 |    28786176 |    28817352
    num cache misses                 |    15594811 |     1538591 |     1531209 |     1531062
    miss rate                        |       3.18% |       5.32% |       5.32% |       5.31%
    mpki                             |       11.75 |       17.36 |       17.35 |       17.33
  Cache L2                           |             |             |             |            
    num cache accesses               |    17875764 |     1573004 |     1565223 |     1565026
    num cache misses                 |    12891939 |     1423627 |     1416234 |     1415836
    miss rate                        |      72.12% |      90.50% |      90.48% |      90.47%
    mpki                             |        9.72 |       16.06 |       16.05 |       16.02
  Cache L3                           |             |             |             |            
    num cache accesses               |    14170475 |     1423889 |     1416477 |     1416106
    num cache misses                 |     4469744 |      413734 |      412145 |      412567
    miss rate                        |      31.54% |      29.06% |      29.10% |      29.13%
    mpki                             |        3.37 |        4.67 |        4.67 |        4.67
DRAM summary                         |             |             |             |            
  num dram accesses                  |     8938533 |           0 |           0 |           0
  average dram access latency (ns)   |    16888.28 |         inf |         inf |         inf
  average dram queueing delay        |    16834.85 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      12.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3644477 |      365902 |      364712 |      364926
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
