Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	447787200	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	448184000	5040.322581	2520.161377	2520.161290	0.000000	100.000000
2	0	448204700	7185.628743	4790.418945	48309.178744	0.000000	100.000000
3	0	448209700	9467.455621	7100.591797	200000.000000	0.000000	100.000000
4	1	448357900	8761.170492	7008.936523	6747.638327	0.000000	100.000000
5	1	448372300	10254.657324	8545.547852	69444.444444	0.000000	100.000000
6	1	448376800	11872.455902	10176.390625	222222.222222	0.000000	100.000000
7	2	448517400	10955.902492	9586.414062	7112.375533	0.000000	100.000000
8	2	448521800	12251.565478	10890.280273	227272.727273	0.000000	100.000000
9	2	448528500	13489.815190	12140.833984	149253.731343	0.000000	100.000000
10	3	448668500	12481.561330	11346.874023	7142.857143	0.000000	100.000000
11	3	448673000	13547.076089	12418.153320	222222.222222	0.000000	100.000000
12	3	448677500	14601.819611	13478.603516	222222.222222	0.000000	100.000000
13	4	448814000	13634.592910	12660.693359	7326.007326	0.000000	100.000000
14	4	448818500	14544.749345	13575.098633	222222.222222	0.000000	100.000000
15	4	448822900	15448.488945	14482.958984	227272.727273	0.000000	100.000000
16	5	448958700	14511.310286	13657.704102	7363.770250	0.000000	100.000000
17	5	448963100	15307.424101	14457.011719	227272.727273	0.000000	100.000000
18	5	448967600	16096.238563	15249.067383	222222.222222	0.000000	100.000000
19	6	449101600	15216.068168	14455.265625	7462.686567	0.000000	100.000000
20	6	449105800	15925.982102	15167.601562	238095.238095	0.000000	100.000000
21	6	449110200	16628.873772	15873.015625	227272.727273	0.000000	100.000000
22	7	449244800	15779.363337	15093.303711	7429.420505	0.000000	100.000000
23	7	449249000	16418.114653	15734.026367	238095.238095	0.000000	100.000000
24	7	449253500	17049.716975	16367.728516	222222.222222	0.000000	100.000000
25	8	449386200	16260.162602	15634.771484	7535.795026	0.000000	100.000000
26	8	449390600	16839.216665	16215.541992	227272.727273	0.000000	100.000000
27	8	449394900	17416.184612	16794.177734	232558.139535	0.000000	100.000000
28	9	449528500	16654.223856	16079.940430	7485.029940	0.000000	100.000000
29	9	449532700	17187.052421	16614.150391	238095.238095	0.000000	100.000000
30	9	449537100	17715.298017	17143.835938	227272.727273	0.000000	100.000000
31	10	449670200	16994.158258	20185.708984	7513.148009	0.000000	100.000000
32	10	449673500	17494.566082	20424.835938	303030.303030	0.000000	100.000000
33	10	449677800	17983.708875	20434.574219	232558.139535	0.000000	100.000000
34	11	449810100	17301.893321	20658.310547	7558.578987	0.000000	100.000000
35	11	449814200	17760.236803	20805.880859	243902.439024	0.000000	100.000000
36	11	449818300	18216.729851	20811.654297	243902.439024	0.000000	100.000000
37	12	449950700	17564.132193	20930.718750	7552.870091	0.000000	100.000000
38	12	449954700	17993.079585	20936.562500	250000.000000	0.000000	100.000000
39	12	449958700	18420.446696	20976.087891	250000.000000	0.000000	100.000000
40	13	450091200	17795.138889	21086.666016	7547.169811	0.000000	100.000000
41	13	450095300	18196.785235	21092.595703	243902.439024	0.000000	100.000000
42	13	450099500	18596.202915	21097.046875	238095.238095	0.000000	100.000000
43	14	450232200	17995.910020	21153.576172	7535.795026	0.000000	100.000000
44	14	450236300	18374.096607	21159.542969	243902.439024	0.000000	100.000000
45	14	450239600	18757.135867	21175.972656	303030.303030	0.000000	100.000000
46	15	450375500	18158.636943	21174.476562	7358.351729	0.000000	100.000000
47	15	450379500	18516.375420	21180.458984	250000.000000	0.000000	100.000000
48	15	450383600	18872.284702	21186.441406	243902.439024	0.000000	100.000000
49	16	450520600	18292.236775	21141.648438	7299.270073	0.000000	100.000000
50	16	450523900	18635.583001	21155.066406	303030.303030	0.000000	100.000000
51	16	450540300	18887.799208	20977.554688	60975.609756	0.000000	100.000000
52	17	450677900	18334.659425	20933.640625	7267.441860	0.000000	100.000000
53	17	450680900	18661.229568	20951.183594	333333.333333	0.000000	100.000000
54	17	450685100	18979.260844	20955.574219	238095.238095	0.000000	100.000000
55	18	450818300	18475.141038	20948.257812	7507.507508	0.000000	100.000000
56	18	450822000	18782.127323	20958.501953	270270.270270	0.000000	100.000000
57	18	450825600	19088.994207	20968.755859	277777.777778	0.000000	100.000000
58	19	450957000	18613.161714	21001.048828	7610.350076	0.000000	100.000000
59	19	450961100	18904.187277	21002.521484	243902.439024	0.000000	100.000000
60	19	450965400	19193.254043	21003.990234	232558.139535	0.000000	100.000000
61	20	451096600	18734.513809	21031.968750	7621.951220	0.000000	100.000000
62	20	451100700	19013.128112	21020.179688	243902.439024	0.000000	100.000000
63	20	451104900	19290.472315	21021.652344	238095.238095	0.000000	100.000000
64	21	451234900	18853.148476	21055.587891	7692.307692	0.000000	100.000000
65	21	451239000	19120.458891	21055.587891	243902.439024	0.000000	100.000000
66	21	451243300	19386.013136	21052.630859	232558.139535	0.000000	100.000000
67	22	451372000	18968.980138	21107.435547	7770.007770	0.000000	100.000000
68	22	451376100	19225.946669	21105.951172	243902.439024	0.000000	100.000000
69	22	451380300	19481.784531	21102.982422	238095.238095	0.000000	100.000000
70	23	451508500	19079.353989	21167.007812	7800.312012	0.000000	100.000000
71	23	451512600	19326.783701	21167.007812	243902.439024	0.000000	100.000000
72	23	451516900	19572.619782	21165.513672	232558.139535	0.000000	100.000000
73	24	451643100	19191.369071	21263.023438	7923.930269	0.000000	100.000000
74	24	451647200	19430.051813	21263.023438	243902.439024	0.000000	100.000000
75	24	451651300	19668.228048	21250.972656	243902.439024	0.000000	100.000000
76	25	451778800	19290.510071	21378.179688	7843.137255	0.000000	100.000000
77	25	451782800	19521.473621	21378.179688	250000.000000	0.000000	100.000000
78	25	451786800	19751.975198	21379.705078	250000.000000	0.000000	100.000000
79	26	451912700	19391.588898	21550.175781	7942.811755	0.000000	100.000000
80	26	451916600	19615.440500	21540.892578	256410.256410	0.000000	100.000000
81	26	451920800	19837.429843	21731.255859	238095.238095	0.000000	100.000000
