Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	438992800	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	439019700	74349.442379	37174.722656	37174.721190	0.000000	100.000000
2	0	439042100	60851.926978	40567.953125	44642.857143	0.000000	100.000000
3	0	439047400	73260.073260	54945.054688	188679.245283	0.000000	100.000000
4	0	439052600	83612.040134	66889.632812	192307.692308	0.000000	100.000000
5	0	439056500	94191.522763	78492.937500	256410.256410	0.000000	100.000000
6	0	439060400	103550.295858	88757.390625	256410.256410	0.000000	100.000000
7	0	439064300	111888.111888	97902.093750	256410.256410	0.000000	100.000000
8	0	439068100	119521.912351	106241.703125	263157.894737	0.000000	100.000000
9	0	439071900	126422.250316	113780.031250	263157.894737	0.000000	100.000000
10	0	439075600	132850.241546	120772.945312	270270.270270	0.000000	100.000000
11	0	439079300	138728.323699	127167.632812	270270.270270	0.000000	100.000000
12	0	439083000	144124.168514	133037.703125	270270.270270	0.000000	100.000000
13	0	439086700	149094.781683	138445.156250	270270.270270	0.000000	100.000000
14	0	439090100	154162.384378	143884.890625	294117.647059	0.000000	100.000000
15	0	439093800	158415.841584	148514.843750	270270.270270	0.000000	100.000000
16	0	439097400	162523.900574	152963.671875	277777.777778	0.000000	100.000000
17	0	439100800	166666.666667	157407.406250	294117.647059	0.000000	100.000000
18	0	439104500	170098.478066	161145.921875	270270.270270	0.000000	100.000000
19	0	439108200	173310.225303	164644.718750	270270.270270	0.000000	100.000000
20	0	439111600	176767.676768	168350.171875	294117.647059	0.000000	100.000000
21	0	439115300	179591.836735	171428.562500	270270.270270	0.000000	100.000000
22	0	439118800	182539.682540	174603.171875	285714.285714	0.000000	100.000000
23	0	439122200	185471.406491	177743.437500	294117.647059	0.000000	100.000000
24	0	439126100	187546.886722	180045.015625	256410.256410	0.000000	100.000000
25	0	439129900	189642.596645	182348.656250	263157.894737	0.000000	100.000000
26	0	439133200	192307.692308	185185.187500	303030.303030	0.000000	100.000000
27	0	439136700	194579.569145	187630.312500	285714.285714	0.000000	100.000000
28	0	439140300	196610.169492	189830.515625	277777.777778	0.000000	100.000000
29	0	439143800	198675.496689	192052.984375	285714.285714	0.000000	100.000000
30	0	439147200	200777.202073	194300.531250	294117.647059	0.000000	100.000000
31	0	439151100	202147.820594	228310.500000	256410.256410	0.000000	100.000000
32	0	439154800	203703.703704	266193.437500	270270.270270	0.000000	100.000000
33	0	439159400	204081.632653	267857.156250	217391.304348	0.000000	100.000000
34	0	439163000	205640.423032	271739.125000	277777.777778	0.000000	100.000000
35	0	439166600	207134.637514	272479.562500	277777.777778	0.000000	100.000000
36	0	439170100	208685.843204	273473.093750	285714.285714	0.000000	100.000000
37	0	439173500	210293.303818	274725.281250	294117.647059	0.000000	100.000000
38	0	439177300	211382.113821	274725.281250	263157.894737	0.000000	100.000000
39	0	439180800	212765.957447	275482.093750	285714.285714	0.000000	100.000000
40	0	439184400	213987.473904	275735.281250	277777.777778	0.000000	100.000000
41	0	439187800	215384.615385	276497.687500	294117.647059	0.000000	100.000000
42	0	439191100	216843.166919	277520.812500	303030.303030	0.000000	100.000000
43	0	439194600	218037.661051	278035.218750	285714.285714	0.000000	100.000000
44	0	439198200	219084.712756	277520.812500	277777.777778	0.000000	100.000000
45	0	439202000	219885.277247	277264.312500	263157.894737	0.000000	100.000000
46	0	439205500	220968.500235	277520.812500	285714.285714	0.000000	100.000000
47	0	439208900	222119.389172	277520.812500	294117.647059	0.000000	100.000000
48	0	439212600	222929.936306	277520.812500	270270.270270	0.000000	100.000000
49	0	439216300	223713.646532	277520.812500	270270.270270	0.000000	100.000000
50	0	439219700	224768.620538	277520.812500	294117.647059	0.000000	100.000000
51	0	439223300	225596.529284	277777.781250	277777.777778	0.000000	100.000000
52	0	439226700	226592.560923	278035.218750	294117.647059	0.000000	100.000000
53	0	439230200	227464.195451	277777.781250	285714.285714	0.000000	100.000000
54	0	439233600	228405.315615	279069.781250	294117.647059	0.000000	100.000000
55	0	439237300	229038.854806	279329.593750	270270.270270	0.000000	100.000000
56	0	439241000	229653.505238	278293.156250	270270.270270	0.000000	100.000000
57	0	439245500	229521.171349	275735.281250	222222.222222	0.000000	100.000000
58	0	439249000	230288.836846	275988.968750	285714.285714	0.000000	100.000000
59	0	439252400	231124.807396	276243.093750	294117.647059	0.000000	100.000000
