                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   11733162 |  418529154 |  411975149 |  412687131
  Cycles                             |  371395200 |  371395200 |  371395200 |  371395200
  IPC                                |       0.03 |       1.13 |       1.11 |       1.11
  Time (ns)                          |   92848800 |   92848800 |   92848800 |   92848800
  Idle time (ns)                     |   90895076 |    2108203 |    2503606 |    2504934
  Idle time (%)                      |      97.9% |       2.3% |       2.7% |       2.7%
Branch predictor stats               |            |            |            |           
  num correct                        |     836409 |   38247767 |   37342046 |   37465943
  num incorrect                      |      20230 |     330358 |     298357 |     295001
  misprediction rate                 |      2.36% |      0.86% |      0.79% |      0.78%
  mpki                               |       1.72 |       0.79 |       0.72 |       0.71
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    1668715 |   37516382 |   36952829 |   36979316
    num misses                       |        198 |         44 |         36 |         36
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    4824803 |  155472804 |  152481247 |  152768895
    num misses                       |       5401 |    1037867 |    1051631 |    1014014
    miss rate                        |      0.11% |      0.67% |      0.69% |      0.66%
    mpki                             |       0.46 |       2.48 |       2.55 |       2.46
  L2 TLB                             |            |            |            |           
    num accesses                     |       5599 |    1037911 |    1051667 |    1014050
    num misses                       |        870 |      32008 |      26376 |      22957
    miss rate                        |     15.54% |      3.08% |      2.51% |      2.26%
    mpki                             |       0.07 |       0.08 |       0.06 |       0.06
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    1668715 |   37516382 |   36952829 |   36979316
    num cache misses                 |       4150 |     130741 |      68366 |      70519
    miss rate                        |      0.25% |      0.35% |      0.19% |      0.19%
    mpki                             |       0.35 |       0.31 |       0.17 |       0.17
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    4824803 |  155472804 |  152481247 |  152768895
    num cache misses                 |      48117 |    6358596 |    6571872 |    6532393
    miss rate                        |      1.00% |      4.09% |      4.31% |      4.28%
    mpki                             |       4.10 |      15.19 |      15.95 |      15.83
  Cache L2                           |            |            |            |           
    num cache accesses               |      59243 |    6531519 |    6918214 |    6890368
    num cache misses                 |      42525 |    3957471 |    3927654 |    3842878
    miss rate                        |     71.78% |     60.59% |     56.77% |     55.77%
    mpki                             |       3.62 |       9.46 |       9.53 |       9.31
  Cache L3                           |            |            |            |           
    num cache accesses               |      49506 |    3999681 |    4205632 |    4130337
    num cache misses                 |      22956 |        642 |        142 |        163
    miss rate                        |     46.37% |      0.02% |      0.00% |      0.00%
    mpki                             |       1.96 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |      23880 |          0 |          0 |          0
  average dram access latency (ns)   |      70.84 |        inf |        inf |        inf
  average dram queueing delay        |      17.41 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      14785 |        183 |         21 |         22
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
