                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2489836 |  119571394 |  119563882 |  119569440 |  119565336 |  119569485 |  119563897 |  119563883 |  119563898 |  318788325 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  190140800 |  190140800 |  190140800 |  190140800 |  190140800 |  190140800 |  190140800 |  190140800 |  190140800 |  190140800 |  190140800 |  190140800 |  190140800 |  190140800 |  190140800 |  190140800
  IPC                                |       0.01 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       1.68 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   47535200 |   47535200 |   47535200 |   47535200 |   47535200 |   47535200 |   47535200 |   47535200 |   47535200 |   47535200 |   47535200 |   47535200 |   47535200 |   47535200 |   47535200 |   47535200
  Idle time (ns)                     |   46647207 |   30005968 |   30002543 |   30022655 |   29997848 |   30022409 |   30009454 |   30006148 |   30005256 |     885015 |   47535200 |   47535200 |   47535200 |   47535200 |   47535200 |   47535200
  Idle time (%)                      |      98.1% |      63.1% |      63.1% |      63.2% |      63.1% |      63.2% |      63.1% |      63.1% |      63.1% |       1.9% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     345644 |   11515917 |   11515675 |   11516117 |   11514599 |   11516115 |   11515674 |   11515675 |   11515674 |   30698497 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16842 |     335441 |     334685 |     335026 |     335958 |     335032 |     334688 |     334685 |     334688 |     891548 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.65% |      2.83% |      2.82% |      2.83% |      2.83% |      2.83% |      2.82% |      2.82% |      2.82% |      2.82% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.76 |       2.81 |       2.80 |       2.80 |       2.81 |       2.80 |       2.80 |       2.80 |       2.80 |       2.80 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     219434 |   16194720 |   16193721 |   16194423 |   16193919 |   16194434 |   16193727 |   16193721 |   16193727 |   43176694 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        182 |         45 |         45 |         45 |         45 |         46 |         45 |         45 |         45 |         45 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.08% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.07 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     845115 |   41168917 |   41166128 |   41168226 |   41166639 |   41168242 |   41166131 |   41166130 |   41166130 |  109754371 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       1495 |        962 |         79 |        119 |        934 |        125 |         80 |         78 |       1959 |       1994 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.60 |       0.01 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.02 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1677 |       1007 |        124 |        164 |        979 |        171 |        125 |        123 |       2004 |       2039 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        490 |        133 |        123 |        129 |        125 |        131 |        122 |        122 |        123 |        149 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     29.22% |     13.21% |     99.19% |     78.66% |     12.77% |     76.61% |     97.60% |     99.19% |      6.14% |      7.31% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     219434 |   16194720 |   16193721 |   16194423 |   16193919 |   16194434 |   16193727 |   16193721 |   16193727 |   43176694 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       2719 |       7450 |       7419 |       7486 |       7439 |       7489 |       7421 |       7419 |       7421 |      19223 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.24% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.04% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       1.09 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     845115 |   41168917 |   41166128 |   41168226 |   41166639 |   41168242 |   41166131 |   41166130 |   41166130 |  109754371 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      17745 |     466769 |     466082 |     466546 |     466580 |     468027 |     466183 |     466084 |     466614 |    1235496 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      2.10% |      1.13% |      1.13% |      1.13% |      1.13% |      1.14% |      1.13% |      1.13% |      1.13% |      1.13% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       7.13 |       3.90 |       3.90 |       3.90 |       3.90 |       3.91 |       3.90 |       3.90 |       3.90 |       3.88 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      21126 |     474412 |     473686 |     474222 |     474205 |     475706 |     473790 |     473688 |     474220 |    1255192 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      13684 |       2340 |       2236 |       2315 |       2280 |       2321 |       2232 |       2227 |       2231 |       4076 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     64.77% |      0.49% |      0.47% |      0.49% |      0.48% |      0.49% |      0.47% |      0.47% |      0.47% |      0.32% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       5.50 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.01 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       9018 |          0 |          0 |          0 |       8935 |          0 |          0 |          0 |       9031 |          0 |          0 |          0 |       9055 |          0 |          0 |          0
  average dram access latency (ns)   |      86.95 |        inf |        inf |        inf |      91.32 |        inf |        inf |        inf |      84.61 |        inf |        inf |        inf |      89.39 |        inf |        inf |        inf
  average dram queueing delay        |      33.53 |       0.00 |       0.00 |       0.00 |      37.89 |       0.00 |       0.00 |       0.00 |      31.18 |       0.00 |       0.00 |       0.00 |      35.96 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       9418 |        651 |        710 |        592 |        704 |        549 |        705 |        708 |        711 |       1087 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |         67 |        173 |         38 |        216 |         73 |        261 |         40 |         33 |         34 |         82 |          0 |          0 |          0 |          0 |          0 |          0
