                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326921974 |    42236776 |    42049793 |    42152378
  Cycles                             |  2233406800 |  2233406800 |  2233406800 |  2233406800
  IPC                                |        0.59 |        0.02 |        0.02 |        0.02
  Time (ns)                          |   558351700 |   558351700 |   558351700 |   558351700
  Idle time (ns)                     |    17159454 |   541581299 |   541731759 |   541681505
  Idle time (%)                      |        3.1% |       97.0% |       97.0% |       97.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   205553016 |     2044804 |     2035422 |     2040474
  num incorrect                      |    19931232 |      270917 |      269419 |      270432
  misprediction rate                 |       8.84% |      11.70% |      11.69% |      11.70%
  mpki                               |       15.02 |        6.41 |        6.41 |        6.42
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   225645138 |     4494014 |     4477285 |     4486257
    num misses                       |         263 |          78 |          78 |          78
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489834132 |    13599607 |    13542870 |    13573954
    num misses                       |    12603529 |      643188 |      639803 |      650923
    miss rate                        |       2.57% |       4.73% |       4.72% |       4.80%
    mpki                             |        9.50 |       15.23 |       15.22 |       15.44
  L2 TLB                             |             |             |             |            
    num accesses                     |    12603792 |      643266 |      639881 |      651001
    num misses                       |     5817613 |      313772 |      311116 |      313342
    miss rate                        |      46.16% |      48.78% |      48.62% |      48.13%
    mpki                             |        4.38 |        7.43 |        7.40 |        7.43
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   225645138 |     4494014 |     4477285 |     4486257
    num cache misses                 |     1019726 |       19018 |       18886 |       18953
    miss rate                        |       0.45% |       0.42% |       0.42% |       0.42%
    mpki                             |        0.77 |        0.45 |        0.45 |        0.45
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489834132 |    13599607 |    13542870 |    13573954
    num cache misses                 |    15558590 |      578669 |      573544 |      576447
    miss rate                        |       3.18% |       4.26% |       4.24% |       4.25%
    mpki                             |       11.73 |       13.70 |       13.64 |       13.68
  Cache L2                           |             |             |             |            
    num cache accesses               |    17855517 |      597854 |      592579 |      595543
    num cache misses                 |    12888207 |      540626 |      535301 |      538114
    miss rate                        |      72.18% |      90.43% |      90.33% |      90.36%
    mpki                             |        9.71 |       12.80 |       12.73 |       12.77
  Cache L3                           |             |             |             |            
    num cache accesses               |    14166644 |      540793 |      535450 |      538257
    num cache misses                 |     4460185 |      167113 |      165125 |      165625
    miss rate                        |      31.48% |      30.90% |      30.84% |      30.77%
    mpki                             |        3.36 |        3.96 |        3.93 |        3.93
DRAM summary                         |             |             |             |            
  num dram accesses                  |     7813839 |           0 |           0 |           0
  average dram access latency (ns)   |    19309.14 |         inf |         inf |         inf
  average dram queueing delay        |    19255.71 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      11.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3629253 |      143552 |      141822 |      142065
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
