Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	355500	0.000000	0.000000	0.000000	30.000000	100.000000
1	1	541000	10781.671159	5390.835449	5390.835580	30.000000	100.000000
2	2	1146200	3794.106488	2529.404297	1652.346332	30.000000	100.000000
3	3	16462600	248.337690	186.253265	65.289494	30.000000	100.000000
4	4	17463400	292.262639	233.810104	999.200639	30.000000	100.000000
5	5	18877300	323.942597	269.952179	707.263597	30.000000	100.000000
6	6	24710400	287.416495	246.356995	171.435429	30.000000	100.000000
7	7	27373400	296.099993	259.087494	375.516335	30.000000	100.000000
8	8	30349100	300.064014	266.723572	336.055382	30.000000	100.000000
9	9	54746700	183.853270	165.467941	40.987638	30.000000	100.000000
10	10	60200800	183.807250	167.097504	183.348307	30.000000	100.000000
11	11	65624600	183.854228	168.533051	184.372580	30.000000	100.000000
12	12	79521600	164.211702	151.580032	71.957977	30.000000	100.000000
13	13	84830200	165.730094	153.892227	188.373582	30.000000	100.000000
14	14	89875200	167.560883	156.390152	198.216056	30.000000	100.000000
15	15	103720500	154.791274	145.116821	72.226676	30.000000	100.000000
16	16	109024900	156.437783	147.235565	188.522736	30.000000	100.000000
17	17	114348900	157.903879	149.131439	187.828700	30.000000	100.000000
18	18	128124100	148.706333	140.879684	72.594227	30.000000	100.000000
19	19	133344100	150.388830	142.869385	191.570881	30.000000	100.000000
20	20	138561900	151.946654	144.711105	191.651654	30.000000	100.000000
21	21	152442600	144.653952	138.078766	72.042476	30.000000	100.000000
22	22	157661800	146.211563	139.854538	191.600245	30.000000	100.000000
23	23	162864300	147.684310	141.530792	192.215281	30.000000	100.000000
24	24	177041900	141.493629	135.833878	70.533800	30.000000	100.000000
25	25	182216500	142.966331	137.467621	193.251652	30.000000	100.000000
26	26	187467600	144.298525	138.954132	190.436290	30.000000	100.000000
27	27	202035900	138.833521	133.875183	68.642189	30.000000	100.000000
28	28	207393500	140.070905	135.240875	186.650739	30.000000	100.000000
29	29	212620400	141.332835	136.621735	191.317990	30.000000	100.000000
30	30	226140800	137.298575	132.869598	73.962309	30.000000	100.000000
31	31	231295500	138.564129	130.008301	193.997711	30.000000	100.000000
32	32	236458000	139.769803	127.490425	193.704600	30.000000	100.000000
