Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	6316900	0.000000	0.000000	0.000000	0.000000	100.000000
1	1	6324800	253164.556962	126582.281250	126582.278481	0.000000	100.000000
2	1	6332600	191082.802548	127388.531250	128205.128205	0.000000	100.000000
3	1	6338100	188679.245283	141509.437500	181818.181818	0.000000	100.000000
4	2	6499900	27322.404372	21857.923828	6180.469716	0.000000	100.000000
5	2	6504800	31931.878659	26609.898438	204081.632653	0.000000	100.000000
6	2	6508500	36534.446764	31315.240234	270270.270270	0.000000	100.000000
7	3	6654900	23668.639053	20710.058594	6830.601093	0.000000	100.000000
8	3	6662800	26019.080659	23128.072266	126582.278481	0.000000	100.000000
9	3	6666200	28628.685943	25765.818359	294117.647059	0.000000	100.000000
10	4	6810700	22276.225192	20251.113281	6920.415225	0.000000	100.000000
11	4	6817700	23961.661342	21964.855469	142857.142857	0.000000	100.000000
12	4	6823700	25651.144436	23677.980469	166666.666667	0.000000	100.000000
13	5	6964600	21614.945191	20071.019531	7097.232079	0.000000	100.000000
14	5	6971700	22907.758094	21380.574219	140845.070423	0.000000	100.000000
15	5	6981700	24067.388688	22563.177734	100000.000000	0.000000	100.000000
16	6	7120300	21160.069704	19915.359375	7215.007215	0.000000	100.000000
17	6	7126000	22246.941046	21011.000000	175438.596491	0.000000	100.000000
18	6	7139700	23091.881381	21876.519531	72992.700730	0.000000	100.000000
19	7	7274400	20887.728460	19843.341797	7423.904974	0.000000	100.000000
20	7	7280100	21802.325581	20764.119141	175438.596491	0.000000	100.000000
21	7	7297900	22426.095821	21406.728516	56179.775281	0.000000	100.000000
22	8	7430000	20663.013206	19764.621094	7570.022710	0.000000	100.000000
23	8	7434200	21480.354426	20585.339844	238095.238095	0.000000	100.000000
24	8	7456900	21929.824561	21052.630859	44052.863436	0.000000	100.000000
25	9	7583900	20520.915549	19731.650391	7874.015748	0.000000	100.000000
26	9	7588300	21236.432279	20449.898438	227272.727273	0.000000	100.000000
27	9	7615000	21569.986904	20799.630859	37453.183521	0.000000	100.000000
28	10	7739600	20383.777325	19680.888672	8025.682183	0.000000	100.000000
