                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2413279 |  189819747 |  189751569 |  227673116
  Cycles                             |  144088400 |  144088400 |  144088400 |  144088400
  IPC                                |       0.02 |       1.32 |       1.32 |       1.58
  Time (ns)                          |   36022100 |   36022100 |   36022100 |   36022100
  Idle time (ns)                     |   35172231 |    6692140 |    6692732 |     849243
  Idle time (%)                      |      97.6% |      18.6% |      18.6% |       2.4%
Branch predictor stats               |            |            |            |           
  num correct                        |     333070 |   18102363 |   18092739 |   21707704
  num incorrect                      |      16591 |     556255 |     555467 |     664818
  misprediction rate                 |      4.74% |      2.98% |      2.98% |      2.97%
  mpki                               |       6.87 |       2.93 |       2.93 |       2.92
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     207218 |   25142097 |   25131827 |   30153746
    num misses                       |        199 |         70 |         46 |         46
    miss rate                        |      0.10% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     817949 |   66987691 |   66961359 |   80340256
    num misses                       |       2033 |       2868 |       3071 |       2409
    miss rate                        |      0.25% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.84 |       0.02 |       0.02 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |       2232 |       2938 |       3117 |       2455
    num misses                       |        500 |        182 |        151 |        148
    miss rate                        |     22.40% |      6.19% |      4.84% |      6.03%
    mpki                             |       0.21 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     207218 |   25142097 |   25131827 |   30153746
    num cache misses                 |       2880 |       2136 |        633 |        647
    miss rate                        |      1.39% |      0.01% |      0.00% |      0.00%
    mpki                             |       1.19 |       0.01 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     817949 |   66987691 |   66961359 |   80340256
    num cache misses                 |      17464 |     748639 |     750216 |     898036
    miss rate                        |      2.14% |      1.12% |      1.12% |      1.12%
    mpki                             |       7.24 |       3.94 |       3.95 |       3.94
  Cache L2                           |            |            |            |           
    num cache accesses               |      20792 |     751081 |     751147 |     899042
    num cache misses                 |      13570 |       3301 |       3050 |       3343
    miss rate                        |     65.27% |      0.44% |      0.41% |      0.37%
    mpki                             |       5.62 |       0.02 |       0.02 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      14023 |       3615 |       3355 |       3711
    num cache misses                 |      11957 |       2208 |       2314 |       2476
    miss rate                        |     85.27% |     61.08% |     68.97% |     66.72%
    mpki                             |       4.95 |       0.01 |       0.01 |       0.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18739 |          0 |          0 |          0
  average dram access latency (ns)   |     156.15 |        inf |        inf |        inf
  average dram queueing delay        |     102.72 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8159 |        553 |        598 |        509
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
