                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2492434 |  237822020 |  237806449 |  237810405 |  237806435 |  237806450 |  237806434 |  237806450 |  237806435 |  634056258 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  375069200 |  375069200 |  375069200 |  375069200 |  375069200 |  375069200 |  375069200 |  375069200 |  375069200 |  375069200 |  375069200 |  375069200 |  375069200 |  375069200 |  375069200 |  375069200
  IPC                                |       0.01 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       1.69 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   93767300 |   93767300 |   93767300 |   93767300 |   93767300 |   93767300 |   93767300 |   93767300 |   93767300 |   93767300 |   93767300 |   93767300 |   93767300 |   93767300 |   93767300 |   93767300
  Idle time (ns)                     |   92877097 |   58884362 |   58866982 |   58878828 |   58863493 |   58868417 |   58867130 |   58862291 |   58863369 |     887098 |   93767300 |   93767300 |   93767300 |   93767300 |   93767300 |   93767300
  Idle time (%)                      |      99.1% |      62.8% |      62.8% |      62.8% |      62.8% |      62.8% |      62.8% |      62.8% |      62.8% |       0.9% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     345609 |   22906189 |   22904157 |   22904118 |   22904158 |   22904157 |   22904158 |   22904157 |   22904158 |   61063119 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16945 |     670433 |     670331 |     670920 |     670328 |     670331 |     670328 |     670331 |     670328 |    1780912 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.67% |      2.84% |      2.84% |      2.85% |      2.84% |      2.84% |      2.84% |      2.84% |      2.84% |      2.83% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.80 |       2.82 |       2.82 |       2.82 |       2.82 |       2.82 |       2.82 |       2.82 |       2.82 |       2.81 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     219982 |   32210104 |   32208069 |   32208601 |   32208063 |   32208069 |   32208063 |   32208069 |   32208063 |   85875396 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        183 |         52 |         52 |         52 |         52 |         52 |         52 |         52 |         52 |         52 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.08% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.07 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     845389 |   81884163 |   81878251 |   81879793 |   81878249 |   81878253 |   81878250 |   81878253 |   81878249 |  218299465 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3158 |       1471 |       1325 |       1376 |       1324 |       3037 |      14196 |       3864 |       3808 |      10049 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.37% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       1.27 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.06 |       0.02 |       0.02 |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       3341 |       1523 |       1377 |       1428 |       1376 |       3089 |      14248 |       3916 |       3860 |      10101 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        539 |        154 |        136 |        142 |        135 |        136 |        135 |        135 |        136 |        162 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     16.13% |     10.11% |      9.88% |      9.94% |      9.81% |      4.40% |      0.95% |      3.45% |      3.52% |      1.60% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.22 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     219982 |   32210104 |   32208069 |   32208601 |   32208063 |   32208069 |   32208063 |   32208069 |   32208063 |   85875396 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       2551 |      37215 |      37055 |      37144 |      37053 |      37055 |      37053 |      37055 |      37054 |      91921 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.16% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.11% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       1.02 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.14 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     845389 |   81884163 |   81878251 |   81879793 |   81878249 |   81878253 |   81878250 |   81878253 |   81878249 |  218299465 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      17748 |     928356 |     926673 |     927362 |     927707 |     930123 |     926881 |     926685 |     927765 |    2457089 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      2.10% |      1.13% |      1.13% |      1.13% |      1.13% |      1.14% |      1.13% |      1.13% |      1.13% |      1.13% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       7.12 |       3.90 |       3.90 |       3.90 |       3.90 |       3.91 |       3.90 |       3.90 |       3.90 |       3.88 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      20967 |     965772 |     963914 |     964694 |     964945 |     967363 |     964120 |     963925 |     965004 |    2549484 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      13671 |       2588 |       2403 |       2496 |       2401 |       2398 |       2398 |       2397 |       2395 |       4238 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     65.20% |      0.27% |      0.25% |      0.26% |      0.25% |      0.25% |      0.25% |      0.25% |      0.25% |      0.17% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       5.48 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       9357 |          0 |          0 |          0 |       9264 |          0 |          0 |          0 |       9375 |          0 |          0 |          0 |       9401 |          0 |          0 |          0
  average dram access latency (ns)   |      90.01 |        inf |        inf |        inf |      91.39 |        inf |        inf |        inf |      86.42 |        inf |        inf |        inf |      87.10 |        inf |        inf |        inf
  average dram queueing delay        |      36.58 |       0.00 |       0.00 |       0.00 |      37.96 |       0.00 |       0.00 |       0.00 |      32.99 |       0.00 |       0.00 |       0.00 |      33.67 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       9438 |        519 |        725 |        536 |        728 |        720 |        727 |        723 |        724 |       1100 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |         66 |        385 |         39 |        285 |         37 |         40 |         36 |         36 |         35 |         81 |          0 |          0 |          0 |          0 |          0 |          0
