Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	25065400	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	25073900	235294.117647	117647.062500	117647.058824	0.000000	100.000000
2	0	25081900	181818.181818	121212.125000	125000.000000	0.000000	100.000000
3	0	25086900	186046.511628	139534.890625	200000.000000	0.000000	100.000000
4	1	25701900	7855.459544	6284.367676	1626.016260	0.000000	100.000000
5	1	25712500	9272.137228	7726.781250	94339.622642	0.000000	100.000000
6	1	25724300	10623.766884	9106.085938	84745.762712	0.000000	100.000000
7	2	26309600	6429.834432	5626.104980	1708.525542	0.000000	100.000000
8	2	26327700	7129.842351	6337.637695	55248.618785	0.000000	100.000000
9	2	26338700	7853.608733	7068.247559	90909.090909	0.000000	100.000000
10	3	26917000	5940.807950	5400.734375	1729.206294	0.000000	100.000000
11	3	26941400	6396.588486	5863.539551	40983.606557	0.000000	100.000000
12	3	26953300	6885.957943	6356.269043	84033.613445	0.000000	100.000000
13	4	27524400	5693.371289	5286.702148	1751.006829	0.000000	100.000000
14	4	27555200	6024.580288	5622.941406	32467.532468	0.000000	100.000000
15	4	27568100	6393.095457	5993.526855	77519.379845	0.000000	100.000000
16	5	28131700	5544.141147	5218.015137	1774.308020	0.000000	100.000000
17	5	28168900	5799.903335	5477.686523	26881.720430	0.000000	100.000000
18	5	28182800	6094.822609	5774.042480	71942.446043	0.000000	100.000000
19	6	28739100	5444.102676	5171.897949	1797.591228	0.000000	100.000000
20	6	28782600	5649.413537	5380.394043	22988.505747	0.000000	100.000000
21	6	28797600	5894.646589	5626.708008	66666.666667	0.000000	100.000000
22	7	29346300	5372.702002	5139.106445	1822.489521	0.000000	100.000000
23	7	29396300	5541.573345	5310.674316	20000.000000	0.000000	100.000000
24	7	29412300	5751.225011	5521.176270	62500.000000	0.000000	100.000000
25	8	29953500	5319.040118	5114.461426	1847.745750	0.000000	100.000000
26	8	30009900	5460.612802	5258.367676	17730.496454	0.000000	100.000000
27	8	30027000	5643.340858	5441.792969	58479.532164	0.000000	100.000000
28	9	30560800	5277.140881	5095.170410	1873.360809	0.000000	100.000000
29	9	30623600	5397.430823	5217.516602	15923.566879	0.000000	100.000000
30	9	30641800	5559.142099	5379.814941	54945.054945	0.000000	100.000000
31	10	31168100	5243.580710	4922.713379	1900.057002	0.000000	100.000000
32	10	31237400	5346.727155	4873.690430	14430.014430	0.000000	100.000000
33	10	31256600	5491.665590	4862.473145	52083.333333	0.000000	100.000000
34	11	31775400	5216.095380	4939.491211	1927.525058	0.000000	100.000000
35	11	31851100	5305.274327	4887.107910	13210.039630	0.000000	100.000000
