                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     805664 |   26499594 |   26496717 |   26495636 |   26495220 |   26494712 |   26494713 |   26494711 |   26494713 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       1543 |        125 |       1045 |         88 |         91 |         72 |         72 |         72 |         72 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.19% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.65 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1731 |        170 |       1091 |        133 |        136 |        117 |        117 |        117 |        117 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        476 |        131 |        124 |        122 |        118 |        115 |        115 |        115 |        115 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     27.50% |     77.06% |     11.37% |     91.73% |     86.76% |     98.29% |     98.29% |     98.29% |     98.29% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     203723 |   10345927 |   10344884 |   10344568 |   10344418 |   10344226 |   10344232 |   10344226 |   10344232 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       2544 |      41113 |      41104 |      41075 |      41072 |      41056 |      41058 |      41056 |      41058 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.25% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       1.07 |       0.59 |       0.59 |       0.59 |       0.59 |       0.59 |       0.59 |       0.59 |       0.59 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     805664 |   26499594 |   26496717 |   26495636 |   26495220 |   26494712 |   26494713 |   26494711 |   26494713 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      17500 |     395969 |     395826 |     395650 |     395626 |     395581 |     395578 |     395574 |     395587 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      2.17% |      1.49% |      1.49% |      1.49% |      1.49% |      1.49% |      1.49% |      1.49% |      1.49% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       7.34 |       5.68 |       5.67 |       5.67 |       5.67 |       5.67 |       5.67 |       5.67 |       5.67 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      20587 |     437235 |     437075 |     436865 |     436837 |     436776 |     436775 |     436769 |     436784 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      13471 |       1973 |       1890 |       1870 |       1847 |       1809 |       1809 |       1804 |       1806 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     65.43% |      0.45% |      0.43% |      0.43% |      0.42% |      0.41% |      0.41% |      0.41% |      0.41% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       5.65 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       7135 |          0 |          0 |          0 |       7020 |          0 |          0 |          0 |       7107 |          0 |          0 |          0 |       7233 |          0 |          0 |          0
  average dram access latency (ns)   |      84.75 |        inf |        inf |        inf |      85.76 |        inf |        inf |        inf |      80.06 |        inf |        inf |        inf |      85.81 |        inf |        inf |        inf
  average dram queueing delay        |      31.32 |       0.00 |       0.00 |       0.00 |      32.33 |       0.00 |       0.00 |       0.00 |      26.63 |       0.00 |       0.00 |       0.00 |      32.38 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       9327 |        401 |        399 |        493 |        536 |        512 |        513 |        510 |        503 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |         47 |        265 |        200 |         85 |         29 |         27 |         26 |         25 |         32 |          0 |          0 |          0 |          0 |          0 |          0 |          0
