                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2489427 |  357259200 |  357247487 |  357247487 |  357257014 |  357247501 |  357247487 |  357247502 |  357247487 |  952519764 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  561079200 |  561079200 |  561079200 |  561079200 |  561079200 |  561079200 |  561079200 |  561079200 |  561079200 |  561079200 |  561079200 |  561079200 |  561079200 |  561079200 |  561079200 |  561079200
  IPC                                |       0.00 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       1.70 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |  140269800 |  140269800 |  140269800 |  140269800 |  140269800 |  140269800 |  140269800 |  140269800 |  140269800 |  140269800 |  140269800 |  140269800 |  140269800 |  140269800 |  140269800 |  140269800
  Idle time (ns)                     |  139381590 |   87953938 |   87939742 |   87932146 |   87955261 |   87937524 |   87928420 |   87928204 |   87937355 |     885167 |  140269800 |  140269800 |  140269800 |  140269800 |  140269800 |  140269800
  Idle time (%)                      |      99.4% |      62.7% |      62.7% |      62.7% |      62.7% |      62.7% |      62.7% |      62.7% |      62.7% |       0.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     345730 |   34413143 |   34412524 |   34412524 |   34412906 |   34412522 |   34412524 |   34412522 |   34412524 |   91736572 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16873 |    1001967 |    1000979 |    1000979 |    1001932 |    1000983 |    1000979 |    1000983 |    1000979 |    2667723 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.65% |      2.83% |      2.83% |      2.83% |      2.83% |      2.83% |      2.83% |      2.83% |      2.83% |      2.83% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.78 |       2.80 |       2.80 |       2.80 |       2.80 |       2.80 |       2.80 |       2.80 |       2.80 |       2.80 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     219301 |   48386516 |   48384957 |   48384957 |   48386197 |   48384963 |   48384957 |   48384963 |   48384957 |  129007516 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        182 |         51 |         51 |         51 |         51 |         51 |         51 |         51 |         51 |         51 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.08% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.07 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     844695 |  123008000 |  123003559 |  123003562 |  123007195 |  123003563 |  123003560 |  123003563 |  123003559 |  327946149 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       1588 |       2713 |       2606 |       2609 |       2716 |       6466 |      21494 |       5858 |      15728 |      10805 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.19% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.02% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
