                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2412327 |  109236177 |  109128924 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |   72088400 |   72088400 |   72088400 |   72088400 |   72088400 |   72088400 |   72088400 |   72088400 |   72088400 |   72088400 |   72088400 |   72088400 |   72088400 |   72088400 |   72088400 |   72088400
  IPC                                |       0.03 |       1.52 |       1.51 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100
  Idle time (ns)                     |   17142767 |     879952 |     888536 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100 |   18022100
  Idle time (%)                      |      95.1% |       4.9% |       4.9% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     333224 |    9977548 |    9960288 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16568 |     331842 |     333051 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.74% |      3.22% |      3.24% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.87 |       3.04 |       3.05 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
