                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49892011 |   18427571 |   18156286 |   18152639
  Cycles                             |   44567200 |   44567200 |   44567200 |   44567200
  IPC                                |       1.12 |       0.41 |       0.41 |       0.41
  Time (ns)                          |   11141800 |   11141800 |   11141800 |   11141800
  Idle time (ns)                     |    3113467 |    8031752 |    8139590 |    8091565
  Idle time (%)                      |      27.9% |      72.1% |      73.1% |      72.6%
Branch predictor stats               |            |            |            |           
  num correct                        |    8269730 |    1077323 |    1041694 |    1038128
  num incorrect                      |     525852 |      30887 |      24859 |      27753
  misprediction rate                 |      5.98% |      2.79% |      2.33% |      2.60%
  mpki                               |      10.54 |       1.68 |       1.37 |       1.53
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7583453 |    2064110 |    2023719 |    2023777
    num misses                       |        135 |         57 |         34 |         33
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17213127 |    5446579 |    5340417 |    5338895
    num misses                       |        527 |        232 |        112 |         78
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        662 |        289 |        146 |        111
    num misses                       |        314 |        144 |        117 |        104
    miss rate                        |     47.43% |     49.83% |     80.14% |     93.69%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7583453 |    2064110 |    2023719 |    2023777
    num cache misses                 |       2853 |       1002 |        256 |        247
    miss rate                        |      0.04% |      0.05% |      0.01% |      0.01%
    mpki                             |       0.06 |       0.05 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17213127 |    5446579 |    5340417 |    5338895
    num cache misses                 |      11402 |      18918 |      17117 |      16869
    miss rate                        |      0.07% |      0.35% |      0.32% |      0.32%
    mpki                             |       0.23 |       1.03 |       0.94 |       0.93
  Cache L2                           |            |            |            |           
    num cache accesses               |      14356 |      19923 |      17376 |      17120
    num cache misses                 |      10570 |       1679 |       1417 |       1358
    miss rate                        |     73.63% |      8.43% |      8.15% |      7.93%
    mpki                             |       0.21 |       0.09 |       0.08 |       0.07
  Cache L3                           |            |            |            |           
    num cache accesses               |      10675 |       1683 |       1420 |       1362
    num cache misses                 |       8917 |        309 |        304 |        314
    miss rate                        |     83.53% |     18.36% |     21.41% |     23.05%
    mpki                             |       0.18 |       0.02 |       0.02 |       0.02
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9838 |          0 |          0 |          0
  average dram access latency (ns)   |     523.47 |        inf |        inf |        inf
  average dram queueing delay        |     470.04 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2563 |        162 |        189 |        202
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
