Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	822900	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	829100	322580.645161	161290.328125	161290.322581	0.000000	100.000000
2	1	18425300	170.431305	113.620872	56.830452	0.000000	100.000000
3	2	35982400	113.767261	85.325447	56.957015	0.000000	100.000000
4	3	53526200	94.870720	75.896576	57.000194	0.000000	100.000000
5	4	71061100	85.423601	71.186333	57.029125	0.000000	100.000000
6	5	88592000	79.754720	68.361191	57.042137	0.000000	100.000000
7	6	106126800	75.970596	66.474274	57.029450	0.000000	100.000000
8	7	123659900	73.267826	65.126953	57.034980	0.000000	100.000000
9	8	141194400	71.239532	64.115578	57.030426	0.000000	100.000000
10	9	158728100	69.662050	63.329136	57.033028	0.000000	100.000000
