Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	6460100	0.000000	0.000000	0.000000	0.000000	100.000000
1	1	6477600	114285.714286	57142.855469	57142.857143	0.000000	100.000000
2	1	6489100	103448.275862	68965.515625	86956.521739	0.000000	100.000000
3	1	6493400	120120.120120	90090.093750	232558.139535	0.000000	100.000000
4	2	6653000	25920.165889	20736.132812	6265.664160	0.000000	100.000000
5	2	6656700	30518.819939	25432.349609	270270.270270	0.000000	100.000000
6	2	6660500	34930.139721	29940.119141	263157.894737	0.000000	100.000000
7	3	6810100	22857.142857	20000.000000	6684.491979	0.000000	100.000000
8	3	6813400	25474.101330	22643.646484	303030.303030	0.000000	100.000000
9	3	6817000	28019.052956	25217.148438	277777.777778	0.000000	100.000000
10	4	6967900	21662.071682	19692.792969	6626.905235	0.000000	100.000000
11	4	6971300	23474.178404	21517.998047	294117.647059	0.000000	100.000000
12	4	6974900	25252.525253	23310.023438	277777.777778	0.000000	100.000000
13	5	7125400	21043.138434	19540.056641	6644.518272	0.000000	100.000000
14	5	7128900	22428.229665	20933.013672	285714.285714	0.000000	100.000000
15	5	7132400	23798.899301	22311.468750	285714.285714	0.000000	100.000000
16	6	7283100	20656.136087	19441.068359	6635.700066	0.000000	100.000000
17	6	7286500	21781.219748	20571.152344	294117.647059	0.000000	100.000000
18	6	7290300	22886.051554	21681.521484	263157.894737	0.000000	100.000000
19	7	7440700	20395.676117	19375.892578	6648.936170	0.000000	100.000000
20	7	7444100	21341.463415	20325.203125	294117.647059	0.000000	100.000000
21	7	7447900	22271.714922	21259.365234	263157.894737	0.000000	100.000000
22	8	7598300	20207.344931	19328.765625	6648.936170	0.000000	100.000000
23	8	7601600	21024.967148	20148.927734	303030.303030	0.000000	100.000000
24	8	7605100	21834.061135	20960.699219	285714.285714	0.000000	100.000000
25	9	7755700	20067.922198	19296.078125	6640.106242	0.000000	100.000000
26	9	7759200	20783.619429	20013.857422	285714.285714	0.000000	100.000000
27	9	7762600	21497.120921	20729.365234	294117.647059	0.000000	100.000000
28	11	7913400	19954.586114	19266.498047	6631.299735	0.000000	100.000000
29	11	7916700	20595.908280	19909.378906	303030.303030	0.000000	100.000000
30	11	7920200	21231.422505	20546.537109	285714.285714	0.000000	100.000000
31	12	8070900	19865.905140	18828.845703	6635.700066	0.000000	100.000000
32	12	8074300	20443.563375	18925.056641	294117.647059	0.000000	100.000000
33	12	8077800	21017.493973	18934.613281	285714.285714	0.000000	100.000000
34	13	8228400	19793.021546	19042.783203	6640.106242	0.000000	100.000000
35	13	8231900	20318.320352	19045.199219	285714.285714	0.000000	100.000000
36	13	8235400	20841.547907	19048.828125	285714.285714	0.000000	100.000000
37	14	8386100	19730.010384	19035.533203	6635.700066	0.000000	100.000000
38	14	8389600	20212.490282	19033.117188	285714.285714	0.000000	100.000000
39	14	8393000	20694.293549	19035.533203	294117.647059	0.000000	100.000000
40	15	8543700	19677.481282	19037.949219	6635.700066	0.000000	100.000000
41	15	8547200	20123.616501	19036.740234	285714.285714	0.000000	100.000000
42	15	8550700	20568.257916	19037.949219	285714.285714	0.000000	100.000000
43	16	8701300	19632.339818	19036.740234	6640.106242	0.000000	100.000000
44	16	8704700	20048.115477	19037.949219	294117.647059	0.000000	100.000000
