                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |    36643853 |   352354865 |   273940610 |           0
  Cycles                             |  1051770400 |  1051770400 |  1051770400 |  1051770400
  IPC                                |        0.03 |        0.34 |        0.26 |        0.00
  Time (ns)                          |   262942600 |   262942600 |   262942600 |   262942600
  Idle time (ns)                     |   246923363 |    36508124 |    91183360 |   262942600
  Idle time (%)                      |       93.9% |       13.9% |       34.7% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |     1498974 |    10826928 |     8056674 |           0
  num incorrect                      |       63950 |     2172661 |     1324919 |           0
  misprediction rate                 |       4.09% |      16.71% |      14.12% |       0.00%
  mpki                               |        1.75 |        6.17 |        4.84 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |     3491580 |    37274930 |    28133768 |           0
    num misses                       |         384 |       14060 |       19564 |           0
    miss rate                        |       0.01% |       0.04% |       0.07% |       0.00%
    mpki                             |        0.01 |        0.04 |        0.07 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    13413909 |   123255095 |    96722531 |           0
    num misses                       |        8921 |      434585 |      476497 |           0
    miss rate                        |       0.07% |       0.35% |       0.49% |       0.00%
    mpki                             |        0.24 |        1.23 |        1.74 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |        9305 |      448645 |      496061 |           0
    num misses                       |        3652 |       75029 |       69718 |           0
    miss rate                        |      39.25% |      16.72% |      14.05% |       0.00%
    mpki                             |        0.10 |        0.21 |        0.25 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |     3491580 |    37274930 |    28133768 |           0
    num cache misses                 |      138116 |     2602643 |     2462393 |           0
    miss rate                        |       3.96% |       6.98% |       8.75% |        inf%
    mpki                             |        3.77 |        7.39 |        8.99 |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    13413909 |   123255095 |    96722531 |           0
    num cache misses                 |      264864 |     2803453 |     3055262 |           0
    miss rate                        |       1.97% |       2.27% |       3.16% |        inf%
    mpki                             |        7.23 |        7.96 |       11.15 |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |      403307 |     5410277 |     5519810 |           0
    num cache misses                 |      245069 |     1297933 |     1143782 |           0
    miss rate                        |      60.76% |      23.99% |      20.72% |        inf%
    mpki                             |        6.69 |        3.68 |        4.18 |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |      245558 |     1310952 |     1158981 |           0
    num cache misses                 |      139198 |      166756 |      109326 |           0
    miss rate                        |      56.69% |      12.72% |       9.43% |        inf%
    mpki                             |        3.80 |        0.47 |        0.40 |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |      634403 |           0 |           0 |           0
  average dram access latency (ns)   |      796.16 |         inf |         inf |         inf
  average dram queueing delay        |      742.73 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       2.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |       61775 |       98077 |       40042 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
