                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   12298140 |  390038788 |  383449715 |  393471922
  Cycles                             |  282148800 |  282148800 |  282148800 |  282148800
  IPC                                |       0.04 |       1.38 |       1.36 |       1.39
  Time (ns)                          |   70537200 |   70537200 |   70537200 |   70537200
  Idle time (ns)                     |   68761374 |    2827904 |    3454296 |    3471292
  Idle time (%)                      |      97.5% |       4.0% |       4.9% |       4.9%
Branch predictor stats               |            |            |            |           
  num correct                        |     924104 |   50510518 |   49978084 |   51874700
  num incorrect                      |      28196 |     887147 |     863900 |     848881
  misprediction rate                 |      2.96% |      1.73% |      1.70% |      1.61%
  mpki                               |       2.29 |       2.27 |       2.25 |       2.16
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    1752143 |   42592742 |   41325136 |   43022453
    num misses                       |        213 |         47 |         47 |         47
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    5057131 |  154245009 |  151703881 |  155960162
    num misses                       |       2513 |        426 |        842 |        636
    miss rate                        |      0.05% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       2726 |        473 |        889 |        683
    num misses                       |        542 |        152 |        147 |        145
    miss rate                        |     19.88% |     32.14% |     16.54% |     21.23%
    mpki                             |       0.04 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    1752143 |   42592742 |   41325136 |   43022453
    num cache misses                 |       7992 |       2539 |       1815 |       1818
    miss rate                        |      0.46% |      0.01% |      0.00% |      0.00%
    mpki                             |       0.65 |       0.01 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    5057131 |  154245009 |  151703881 |  155960162
    num cache misses                 |      42973 |    1054620 |     999884 |     922325
    miss rate                        |      0.85% |      0.68% |      0.66% |      0.59%
    mpki                             |       3.49 |       2.70 |       2.61 |       2.34
  Cache L2                           |            |            |            |           
    num cache accesses               |      60372 |    1403397 |    1318362 |    1165559
    num cache misses                 |      18254 |     855645 |     864416 |     788862
    miss rate                        |     30.24% |     60.97% |     65.57% |     67.68%
    mpki                             |       1.48 |       2.19 |       2.25 |       2.00
  Cache L3                           |            |            |            |           
    num cache accesses               |      27878 |    1201992 |    1181056 |    1030185
    num cache misses                 |      13741 |        445 |        165 |        180
    miss rate                        |     49.29% |      0.04% |      0.01% |      0.02%
    mpki                             |       1.12 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |      14522 |          0 |          0 |          0
  average dram access latency (ns)   |      72.57 |        inf |        inf |        inf
  average dram queueing delay        |      19.14 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       9255 |         63 |         27 |         24
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
