                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    miss rate                        |      0.18% |      2.56% |      2.58% |      2.60% |      2.58% |      2.56% |      2.60% |      2.55% |      2.58% |      0.16% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.20 |       2.35 |       2.36 |       2.37 |       2.36 |       2.34 |       2.37 |       2.34 |       2.36 |       0.18 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   25081464 |   36055761 |   35834422 |   35792855 |   36312866 |   35973304 |   35615740 |   36511531 |   36326194 |    7855948 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     375841 |    1059756 |    1055495 |    1057762 |    1069029 |    1089232 |    1051667 |    1073525 |    1069367 |     139878 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.50% |      2.94% |      2.95% |      2.96% |      2.94% |      3.03% |      2.95% |      2.94% |      2.94% |      1.78% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.82 |       7.39 |       7.42 |       7.45 |       7.41 |       7.63 |       7.44 |       7.39 |       7.41 |       5.57 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     449975 |    1401693 |    1395995 |    1399128 |    1413427 |    1428751 |    1392076 |    1417099 |    1415336 |     145936 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     360014 |     137467 |     138022 |     137117 |     139564 |     168591 |     138164 |     136691 |     139627 |     123520 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     80.01% |      9.81% |      9.89% |      9.80% |      9.87% |     11.80% |      9.93% |      9.65% |      9.87% |     84.64% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.66 |       0.96 |       0.97 |       0.97 |       0.97 |       1.18 |       0.98 |       0.94 |       0.97 |       4.92 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     449794 |          0 |          0 |          0 |     449668 |          0 |          0 |          0 |     444335 |          0 |          0 |          0 |     480754 |          0 |          0 |          0
  average dram access latency (ns)   |     161.64 |        inf |        inf |        inf |     162.89 |        inf |        inf |        inf |     163.15 |        inf |        inf |        inf |     155.24 |        inf |        inf |        inf
  average dram queueing delay        |     108.21 |       0.00 |       0.00 |       0.00 |     109.46 |       0.00 |       0.00 |       0.00 |     109.72 |       0.00 |       0.00 |       0.00 |     101.81 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      6.00% |      0.00% |      0.00% |      0.00% |      6.00% |      0.00% |      0.00% |      0.00% |      6.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     185836 |      91926 |      91944 |      90814 |      93169 |      89580 |      92496 |      91137 |      93310 |      49309 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3585 |      10654 |      11427 |      11609 |      12159 |      10688 |      10572 |      11536 |      10614 |        210 |          0 |          0 |          0 |          0 |          0 |          0
