                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17206240 |    5004417 |    5008302 |    5003237 |    5009223 |    5002874 |    5008972 |    5004399 |    5006897 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        431 |         74 |         76 |         66 |         94 |         58 |         67 |         60 |         66 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        565 |        108 |        110 |        100 |        128 |         92 |        101 |         94 |        100 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        316 |         99 |        102 |         95 |        107 |         92 |         99 |         92 |         99 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     55.93% |     91.67% |     92.73% |     95.00% |     83.59% |    100.00% |     98.02% |     97.87% |     99.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    7579859 |    1899316 |    1905831 |    1899310 |    1905717 |    1899206 |    1906200 |    1900498 |    1904792 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       2575 |        253 |        250 |        245 |        256 |        244 |        242 |        241 |        239 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.05 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17206240 |    5004417 |    5008302 |    5003237 |    5009223 |    5002874 |    5008972 |    5004399 |    5006897 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      11307 |      15575 |      15716 |      15196 |      15844 |      15723 |      15668 |      15477 |      15525 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.07% |      0.31% |      0.31% |      0.30% |      0.32% |      0.31% |      0.31% |      0.31% |      0.31% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.23 |       0.92 |       0.92 |       0.89 |       0.93 |       0.92 |       0.92 |       0.91 |       0.91 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14026 |      15841 |      15976 |      15449 |      16112 |      15973 |      15916 |      15724 |      15771 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      10511 |       1031 |       1052 |       1041 |       1088 |       1016 |       1004 |       1005 |        960 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     74.94% |      6.51% |      6.58% |      6.74% |      6.75% |      6.36% |      6.31% |      6.39% |      6.09% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.21 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       4330 |          0 |          0 |          0 |       4406 |          0 |          0 |          0 |       4384 |          0 |          0 |          0 |       4380 |          0 |          0 |          0
  average dram access latency (ns)   |      71.04 |        inf |        inf |        inf |      68.93 |        inf |        inf |        inf |      67.26 |        inf |        inf |        inf |      65.59 |        inf |        inf |        inf
  average dram queueing delay        |      17.61 |       0.00 |       0.00 |       0.00 |      15.50 |       0.00 |       0.00 |       0.00 |      13.83 |       0.00 |       0.00 |       0.00 |      12.16 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       3376 |        323 |        358 |        372 |        368 |        311 |        311 |        331 |        302 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        290 |        338 |        324 |        297 |        343 |        341 |        337 |        314 |        302 |          0 |          0 |          0 |          0 |          0 |          0 |          0
