Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	824000	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	893800	28653.295129	14326.647461	14326.647564	0.000000	100.000000
2	0	6928800	491.416590	327.611053	165.700083	0.000000	100.000000
3	0	12836300	332.992017	249.744019	169.276344	0.000000	100.000000
4	0	17623900	297.620819	238.096649	208.872922	0.000000	100.000000
5	0	23523000	264.328825	220.274017	169.517384	0.000000	100.000000
6	0	30575500	235.282255	201.670502	141.793690	0.000000	100.000000
7	0	37576100	217.674636	190.465302	142.844899	0.000000	100.000000
8	0	43437400	211.201171	187.734375	170.610615	0.000000	100.000000
9	0	51987800	195.450690	175.905624	116.953593	0.000000	100.000000
10	0	57938100	192.596924	175.088120	168.058753	0.000000	100.000000
11	0	63855100	190.382208	174.517029	169.004563	0.000000	100.000000
12	0	70924700	185.447506	171.182312	141.450719	0.000000	100.000000
13	0	76862500	184.117256	170.966019	168.412543	0.000000	100.000000
14	0	85098200	177.990417	166.124390	121.422587	0.000000	100.000000
15	0	90921100	177.586182	166.487045	171.735733	0.000000	100.000000
16	0	99574800	172.150504	162.024002	115.557507	0.000000	100.000000
