                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     843608 |   93586824 |   93584455 |   93584458 |   93587895 |   93584879 |   93584458 |   93584457 |   93584457 |  249495203 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       2979 |        123 |       1957 |       1956 |       2044 |       1980 |         81 |       8203 |         86 |        108 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.35% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       1.20 |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       3162 |        168 |       2002 |       2001 |       2089 |       2025 |        126 |       8248 |        131 |        153 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        510 |        133 |        124 |        123 |        137 |        127 |        123 |        123 |        124 |        150 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     16.13% |     79.17% |      6.19% |      6.15% |      6.56% |      6.27% |     97.62% |      1.49% |     94.66% |     98.04% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.21 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     219205 |   36193547 |   36192693 |   36192693 |   36193882 |   36192844 |   36192699 |   36192693 |   36192699 |   96494806 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       2554 |      47598 |      47566 |      47565 |      47617 |      47593 |      47567 |      47565 |      47567 |     116839 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.17% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.12% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       1.03 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.16 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     843608 |   93586824 |   93584455 |   93584458 |   93587895 |   93584879 |   93584458 |   93584457 |   93584457 |  249495203 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      17727 |    1381670 |    1382186 |    1382692 |    1383062 |    1386140 |    1382912 |    1383499 |    1382720 |    3678900 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      2.10% |      1.48% |      1.48% |      1.48% |      1.48% |      1.48% |      1.48% |      1.48% |      1.48% |      1.47% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       7.13 |       5.06 |       5.06 |       5.07 |       5.07 |       5.08 |       5.07 |       5.07 |       5.07 |       5.05 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      20946 |    1429483 |    1429958 |    1430463 |    1430893 |    1433940 |    1430685 |    1431269 |    1430493 |    3796269 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      13663 |       2360 |       2263 |       2259 |       2382 |       2304 |       2262 |       2259 |       2259 |       4046 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     65.23% |      0.17% |      0.16% |      0.16% |      0.17% |      0.16% |      0.16% |      0.16% |      0.16% |      0.11% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       5.49 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       9028 |          0 |          0 |          0 |       8957 |          0 |          0 |          0 |       9021 |          0 |          0 |          0 |       9087 |          0 |          0 |          0
  average dram access latency (ns)   |      86.20 |        inf |        inf |        inf |      94.27 |        inf |        inf |        inf |      82.55 |        inf |        inf |        inf |      90.04 |        inf |        inf |        inf
  average dram queueing delay        |      32.77 |       0.00 |       0.00 |       0.00 |      40.84 |       0.00 |       0.00 |       0.00 |      29.12 |       0.00 |       0.00 |       0.00 |      36.61 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       9428 |        666 |        733 |        730 |        578 |        567 |        736 |        735 |        734 |       1145 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |         61 |        174 |         40 |         40 |        285 |        226 |         36 |         35 |         35 |         81 |          0 |          0 |          0 |          0 |          0 |          0
