Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	845700	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	853400	259740.259740	129870.132812	129870.129870	0.000000	100.000000
2	1	3111500	1324.035661	882.690430	442.850184	0.000000	100.000000
3	2	5336400	890.729730	668.047302	449.458403	0.000000	100.000000
4	3	7559800	744.701449	595.761169	449.761626	0.000000	100.000000
5	4	9778700	671.666853	559.722351	450.673757	0.000000	100.000000
6	5	11997400	627.706986	538.034546	450.714382	0.000000	100.000000
7	6	14217500	598.273980	523.489746	450.430161	0.000000	100.000000
8	7	16436900	577.248704	513.109985	450.572227	0.000000	100.000000
