Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	354500	0.000000	0.000000	0.000000	30.000000	100.000000
1	1	537800	10911.074741	5455.537598	5455.537370	30.000000	100.000000
2	2	1179100	3638.127577	2425.418457	1559.332606	30.000000	100.000000
3	3	16444200	248.606251	186.454681	65.508906	30.000000	100.000000
4	4	17440700	292.633821	234.107056	1003.512293	30.000000	100.000000
5	5	18855500	324.306794	270.255676	706.813684	30.000000	100.000000
6	6	24818100	286.139407	245.262344	167.712072	30.000000	100.000000
7	7	27572100	293.927459	257.186523	363.108206	30.000000	100.000000
8	8	30575200	297.809118	264.719208	332.989244	30.000000	100.000000
9	9	55048100	182.836749	164.553085	40.861524	30.000000	100.000000
10	10	60619200	182.528080	165.934616	179.497765	30.000000	100.000000
11	11	66069900	182.605599	167.388458	183.462675	30.000000	100.000000
12	12	80034400	163.152815	150.602600	71.610154	30.000000	100.000000
13	13	85407400	164.603441	152.846054	186.115764	30.000000	100.000000
14	14	90501500	166.394888	155.301895	196.305530	30.000000	100.000000
15	15	104444800	153.712690	144.105637	71.719034	30.000000	100.000000
16	16	109788600	155.344632	146.206711	187.132752	30.000000	100.000000
17	17	115131500	156.825845	148.113297	187.164274	30.000000	100.000000
18	18	129116800	147.558719	139.792465	71.503650	30.000000	100.000000
19	19	134367800	149.238919	141.776978	190.439916	30.000000	100.000000
20	20	139608600	150.803459	143.622345	190.810563	30.000000	100.000000
21	21	153581600	143.577735	137.051483	71.566593	30.000000	100.000000
22	22	158856000	145.109037	138.799957	189.595025	30.000000	100.000000
23	23	164087800	146.579834	140.472351	191.138805	30.000000	100.000000
24	24	178322200	140.474929	134.855927	70.252346	30.000000	100.000000
25	25	183539100	141.933328	136.474350	191.684717	30.000000	100.000000
26	26	188866900	143.226652	137.921967	187.694733	30.000000	100.000000
27	27	203480000	137.845815	132.922760	68.431750	30.000000	100.000000
28	28	208883000	139.069719	134.274216	185.082362	30.000000	100.000000
29	29	214247200	140.257241	135.582001	186.421088	30.000000	100.000000
30	30	227768600	136.315206	131.917938	73.956839	30.000000	100.000000
31	31	232976400	137.562285	129.066345	192.019663	30.000000	100.000000
32	32	238173600	138.760932	126.585220	192.411298	30.000000	100.000000
